"tp_med","ttc","metal"
1.03,0.998963769985099,"Molybdenum"
1.04,0.997743390100017,"Molybdenum"
1.05,0.996490483261447,"Molybdenum"
1.06,0.995205379104504,"Molybdenum"
1.07,0.993888407264301,"Molybdenum"
1.08,0.992539897375955,"Molybdenum"
1.09,0.991160179074579,"Molybdenum"
1.1,0.989749581995289,"Molybdenum"
1.11,0.988308435773198,"Molybdenum"
1.12,0.986837070043423,"Molybdenum"
1.13,0.985335814441077,"Molybdenum"
1.14,0.983804998601277,"Molybdenum"
1.15,0.982244952159135,"Molybdenum"
1.16,0.980656004749768,"Molybdenum"
1.17,0.979038486008289,"Molybdenum"
1.18,0.977392725569814,"Molybdenum"
1.19,0.975719053069457,"Molybdenum"
1.2,0.974017798142334,"Molybdenum"
1.21,0.972289290423559,"Molybdenum"
1.22,0.970533859548246,"Molybdenum"
1.23,0.968751835151511,"Molybdenum"
1.24,0.966943546868469,"Molybdenum"
1.25,0.965109324334233,"Molybdenum"
1.26,0.963249497183919,"Molybdenum"
1.27,0.961364395052642,"Molybdenum"
1.28,0.959454347575517,"Molybdenum"
1.29,0.957519684387657,"Molybdenum"
1.3,0.955560735124179,"Molybdenum"
1.31,0.953577829420196,"Molybdenum"
1.32,0.951571296910824,"Molybdenum"
1.33,0.949541467231177,"Molybdenum"
1.34,0.94748867001637,"Molybdenum"
1.35,0.945413234901518,"Molybdenum"
1.36,0.943315491521736,"Molybdenum"
1.37,0.941195769512138,"Molybdenum"
1.38,0.93905439850784,"Molybdenum"
1.39,0.936891708143955,"Molybdenum"
1.4,0.934708028055599,"Molybdenum"
1.41,0.932503687877886,"Molybdenum"
1.42,0.930279017245932,"Molybdenum"
1.43,0.928034345794851,"Molybdenum"
1.44,0.925770003159758,"Molybdenum"
1.45,0.923486318975767,"Molybdenum"
1.46,0.921183622877994,"Molybdenum"
1.47,0.918862244501553,"Molybdenum"
1.48,0.916522513481559,"Molybdenum"
1.49,0.914164759453126,"Molybdenum"
1.5,0.911789312051371,"Molybdenum"
1.51,0.909396500911406,"Molybdenum"
1.52,0.906986655668347,"Molybdenum"
1.53,0.90456010595731,"Molybdenum"
1.54,0.902117181413408,"Molybdenum"
1.55,0.899658211671756,"Molybdenum"
1.56,0.89718352636747,"Molybdenum"
1.57,0.894693455135663,"Molybdenum"
1.58,0.892188327611451,"Molybdenum"
1.59,0.889668473429949,"Molybdenum"
1.6,0.887134222226271,"Molybdenum"
1.61,0.884585903635532,"Molybdenum"
1.62,0.882023847292847,"Molybdenum"
1.63,0.87944838283333,"Molybdenum"
1.64,0.876859839892097,"Molybdenum"
1.65,0.874258548104262,"Molybdenum"
1.66,0.87164483710494,"Molybdenum"
1.67,0.869019036529246,"Molybdenum"
1.68,0.866381476012294,"Molybdenum"
1.69,0.863732485189199,"Molybdenum"
1.7,0.861072393695076,"Molybdenum"
1.71,0.85840153116504,"Molybdenum"
1.72,0.855720227234206,"Molybdenum"
1.73,0.853028811537689,"Molybdenum"
1.74,0.850327613710602,"Molybdenum"
1.75,0.847616963388061,"Molybdenum"
1.76,0.844897190205181,"Molybdenum"
1.77,0.842168623797076,"Molybdenum"
1.78,0.839431593798862,"Molybdenum"
1.79,0.836686429845653,"Molybdenum"
1.8,0.833933461572563,"Molybdenum"
1.81,0.831173018614708,"Molybdenum"
1.82,0.828405430607203,"Molybdenum"
1.83,0.825631027185161,"Molybdenum"
1.84,0.822850137983699,"Molybdenum"
1.85,0.82006309263793,"Molybdenum"
1.86,0.81727022078297,"Molybdenum"
1.87,0.814471852053932,"Molybdenum"
1.88,0.811668316085933,"Molybdenum"
1.89,0.808859942514087,"Molybdenum"
1.9,0.806047060973508,"Molybdenum"
1.91,0.803230001099312,"Molybdenum"
1.92,0.800409092526613,"Molybdenum"
1.93,0.797584664890525,"Molybdenum"
1.94,0.794757047826165,"Molybdenum"
1.95,0.791926570968645,"Molybdenum"
1.96,0.789093563953082,"Molybdenum"
1.97,0.78625835641459,"Molybdenum"
1.98,0.783421277988284,"Molybdenum"
1.99,0.780582658309278,"Molybdenum"
2,0.777742827012688,"Molybdenum"
2.01,0.774902078011443,"Molybdenum"
2.02,0.77206056232974,"Molybdenum"
2.03,0.769218395269588,"Molybdenum"
2.04,0.766375692132999,"Molybdenum"
2.05,0.763532568221982,"Molybdenum"
2.06,0.76068913883855,"Molybdenum"
2.07,0.757845519284712,"Molybdenum"
2.08,0.755001824862479,"Molybdenum"
2.09,0.752158170873863,"Molybdenum"
