"tp_med","ttc","metal"
2.06,1.45145513708781,"Molybdenum"
2.07,1.45942961802779,"Molybdenum"
2.08,1.46747812610509,"Molybdenum"
2.09,1.47560063808152,"Molybdenum"
2.1,1.48379713071885,"Molybdenum"
2.11,1.49206758077889,"Molybdenum"
2.12,1.50041196502342,"Molybdenum"
2.13,1.50883026021424,"Molybdenum"
2.14,1.51732244311313,"Molybdenum"
2.15,1.52588849048189,"Molybdenum"
2.16,1.53452837908231,"Molybdenum"
2.17,1.54324208567619,"Molybdenum"
2.18,1.5520295870253,"Molybdenum"
2.19,1.56089085989145,"Molybdenum"
2.2,1.56982588103643,"Molybdenum"
2.21,1.578834576119,"Molybdenum"
2.22,1.58791666638575,"Molybdenum"
2.23,1.59707182198026,"Molybdenum"
2.24,1.6062997130461,"Molybdenum"
2.25,1.61560000972685,"Molybdenum"
2.26,1.62497238216607,"Molybdenum"
2.27,1.63441650050733,"Molybdenum"
2.28,1.64393203489421,"Molybdenum"
2.29,1.65351865547027,"Molybdenum"
2.3,1.66317603237909,"Molybdenum"
2.31,1.67290383576424,"Molybdenum"
2.32,1.68270173576929,"Molybdenum"
2.33,1.69256940253781,"Molybdenum"
2.34,1.70250650621337,"Molybdenum"
2.35,1.71251271693954,"Molybdenum"
2.36,1.72258770485989,"Molybdenum"
2.37,1.732731140118,"Molybdenum"
2.38,1.74294269285743,"Molybdenum"
2.39,1.75322203322176,"Molybdenum"
2.4,1.76356883135455,"Molybdenum"
2.41,1.77398275739938,"Molybdenum"
2.42,1.78446348149982,"Molybdenum"
2.43,1.79501067379943,"Molybdenum"
2.44,1.8056240044418,"Molybdenum"
2.45,1.81630314357049,"Molybdenum"
2.46,1.82704776132907,"Molybdenum"
2.47,1.83785752786111,"Molybdenum"
2.48,1.84873211331018,"Molybdenum"
2.49,1.85967118781986,"Molybdenum"
2.5,1.87067442153372,"Molybdenum"
2.51,1.88174144175642,"Molybdenum"
2.52,1.89287170443705,"Molybdenum"
2.53,1.9040646226858,"Molybdenum"
2.54,1.91531960961283,"Molybdenum"
2.55,1.92663607832833,"Molybdenum"
2.56,1.93801344194249,"Molybdenum"
2.57,1.94945111356548,"Molybdenum"
2.58,1.96094850630749,"Molybdenum"
2.59,1.9725050332787,"Molybdenum"
2.6,1.98412010758929,"Molybdenum"
2.61,1.99579314234944,"Molybdenum"
2.62,2.00752355066933,"Molybdenum"
2.63,2.01931074565915,"Molybdenum"
2.64,2.03115414042907,"Molybdenum"
2.65,2.04305314808929,"Molybdenum"
2.66,2.05500718174997,"Molybdenum"
2.67,2.0670156545213,"Molybdenum"
2.68,2.07907797951346,"Molybdenum"
2.69,2.09119356983663,"Molybdenum"
2.7,2.103361838601,"Molybdenum"
2.71,2.11558214998668,"Molybdenum"
2.72,2.12785367245353,"Molybdenum"
2.73,2.14017552553132,"Molybdenum"
2.74,2.15254682874985,"Molybdenum"
2.75,2.1649667016389,"Molybdenum"
2.76,2.17743426372825,"Molybdenum"
2.77,2.1899486345477,"Molybdenum"
2.78,2.20250893362703,"Molybdenum"
2.79,2.21511428049603,"Molybdenum"
2.8,2.22776379468447,"Molybdenum"
2.81,2.24045659572216,"Molybdenum"
2.82,2.25319180313887,"Molybdenum"
2.83,2.26596853646439,"Molybdenum"
2.84,2.27878591522851,"Molybdenum"
2.85,2.29164305896101,"Molybdenum"
2.86,2.30453908719168,"Molybdenum"
2.87,2.3174731194503,"Molybdenum"
2.88,2.33044427526667,"Molybdenum"
2.89,2.34345167417057,"Molybdenum"
2.9,2.35649443569177,"Molybdenum"
2.91,2.36957167936008,"Molybdenum"
2.92,2.38268252470528,"Molybdenum"
2.93,2.39582609125715,"Molybdenum"
2.94,2.40900149854547,"Molybdenum"
2.95,2.42220786610004,"Molybdenum"
2.96,2.43544431345065,"Molybdenum"
2.97,2.44870996012707,"Molybdenum"
2.98,2.46200392565909,"Molybdenum"
2.99,2.4753253295765,"Molybdenum"
3,2.48867329140909,"Molybdenum"
3.01,2.50204693068664,"Molybdenum"
3.02,2.51544536693894,"Molybdenum"
3.03,2.52886771969577,"Molybdenum"
3.04,2.54231310848693,"Molybdenum"
3.05,2.55578065284219,"Molybdenum"
3.06,2.56926947229134,"Molybdenum"
3.07,2.58277868636417,"Molybdenum"
3.08,2.59630741459047,"Molybdenum"
3.09,2.60985477650002,"Molybdenum"
3.1,2.62341989162261,"Molybdenum"
3.11,2.63700187948802,"Molybdenum"
3.12,2.65059985962604,"Molybdenum"
3.13,2.66421295156646,"Molybdenum"
3.14,2.67784027483906,"Molybdenum"
3.15,2.69148094897363,"Molybdenum"
3.16,2.70513409349995,"Molybdenum"
3.17,2.71879882794781,"Molybdenum"
3.18,2.73247427184701,"Molybdenum"
3.19,2.74615954472731,"Molybdenum"
3.2,2.75985376611851,"Molybdenum"
3.21,2.77355619301545,"Molybdenum"
3.22,2.78726663227316,"Molybdenum"
3.23,2.80098502821172,"Molybdenum"
3.24,2.81471132515122,"Molybdenum"
3.25,2.82844546741173,"Molybdenum"
3.26,2.84218739931335,"Molybdenum"
3.27,2.85593706517615,"Molybdenum"
3.28,2.86969440932022,"Molybdenum"
3.29,2.88345937606564,"Molybdenum"
3.3,2.8972319097325,"Molybdenum"
3.31,2.91101195464088,"Molybdenum"
3.32,2.92479945511085,"Molybdenum"
3.33,2.93859435546251,"Molybdenum"
3.34,2.95239660001594,"Molybdenum"
3.35,2.96620613309122,"Molybdenum"
3.36,2.98002289900843,"Molybdenum"
3.37,2.99384684208766,"Molybdenum"
3.38,3.007677906649,"Molybdenum"
3.39,3.02151603701251,"Molybdenum"
3.4,3.03536117749829,"Molybdenum"
3.41,3.04921327242643,"Molybdenum"
3.42,3.06307226611699,"Molybdenum"
3.43,3.07693810289008,"Molybdenum"
3.44,3.09081072706576,"Molybdenum"
3.45,3.10469008296413,"Molybdenum"
3.46,3.11857611490526,"Molybdenum"
3.47,3.13246876720925,"Molybdenum"
3.48,3.14636798419616,"Molybdenum"
3.49,3.16027371018609,"Molybdenum"
3.5,3.17418588949913,"Molybdenum"
3.51,3.18810446645534,"Molybdenum"
3.52,3.20202938537482,"Molybdenum"
3.53,3.21596059057765,"Molybdenum"
3.54,3.22989802638392,"Molybdenum"
3.55,3.24384163711369,"Molybdenum"
3.56,3.25779136708707,"Molybdenum"
3.57,3.27174716062413,"Molybdenum"
3.58,3.28570896204496,"Molybdenum"
3.59,3.29967671566963,"Molybdenum"
3.6,3.31365036581823,"Molybdenum"
3.61,3.32762985681085,"Molybdenum"
3.62,3.34161513296757,"Molybdenum"
3.63,3.35560613860847,"Molybdenum"
3.64,3.36960281805364,"Molybdenum"
3.65,3.38360511562315,"Molybdenum"
3.66,3.39761297563709,"Molybdenum"
3.67,3.41162634241555,"Molybdenum"
3.68,3.42564516027861,"Molybdenum"
3.69,3.43966937354635,"Molybdenum"
3.7,3.45369892653885,"Molybdenum"
3.71,3.46773363330989,"Molybdenum"
3.72,3.48177278684803,"Molybdenum"
3.73,3.49581554987551,"Molybdenum"
3.74,3.50986108511459,"Molybdenum"
3.75,3.52390855528751,"Molybdenum"
3.76,3.53795712311652,"Molybdenum"
3.77,3.55200595132387,"Molybdenum"
3.78,3.5660542026318,"Molybdenum"
3.79,3.58010103976257,"Molybdenum"
3.8,3.59414562543843,"Molybdenum"
3.81,3.60818715005358,"Molybdenum"
3.82,3.62222491469007,"Molybdenum"
3.83,3.6362582481019,"Molybdenum"
3.84,3.65028647904307,"Molybdenum"
3.85,3.6643089362676,"Molybdenum"
3.86,3.67832494852948,"Molybdenum"
3.87,3.69233384458272,"Molybdenum"
3.88,3.70633495318132,"Molybdenum"
3.89,3.72032760307929,"Molybdenum"
3.9,3.73431112303063,"Molybdenum"
3.91,3.74828505253444,"Molybdenum"
3.92,3.76224977407014,"Molybdenum"
3.93,3.77620588086225,"Molybdenum"
3.94,3.79015396613531,"Molybdenum"
3.95,3.80409462311381,"Molybdenum"
3.96,3.8180284450223,"Molybdenum"
3.97,3.83195602508528,"Molybdenum"
3.98,3.84587795652728,"Molybdenum"
3.99,3.85979483257281,"Molybdenum"
4,3.8737072464464,"Molybdenum"
4.01,3.88761575530608,"Molybdenum"
4.02,3.90152077204391,"Molybdenum"
4.03,3.91542267348546,"Molybdenum"
4.04,3.92932183645632,"Molybdenum"
4.05,3.94321863778206,"Molybdenum"
4.06,3.95711345428825,"Molybdenum"
4.07,3.97100666280047,"Molybdenum"
4.08,3.9848986401443,"Molybdenum"
4.09,3.9987897631453,"Molybdenum"
4.1,4.01268040862906,"Molybdenum"
4.11,4.02657090632869,"Molybdenum"
4.12,4.0404613976075,"Molybdenum"
4.13,4.0543519767363,"Molybdenum"
4.14,4.06824273798596,"Molybdenum"
4.15,4.08213377562729,"Molybdenum"
4.16,4.09602518393115,"Molybdenum"
4.17,4.10991705716837,"Molybdenum"
4.18,4.12380948960978,"Molybdenum"
4.19,4.13770257552623,"Molybdenum"
4.2,4.15159640918855,"Molybdenum"
4.21,4.16549108486759,"Molybdenum"
4.22,4.17938669683417,"Molybdenum"
4.23,4.19328333935915,"Molybdenum"
4.24,4.20718110671334,"Molybdenum"
4.25,4.2210800931676,"Molybdenum"
4.26,4.23498039299277,"Molybdenum"
4.27,4.24888210045967,"Molybdenum"
4.28,4.26278530983916,"Molybdenum"
4.29,4.27669011540205,"Molybdenum"
4.3,4.29059661141921,"Molybdenum"
4.31,4.30450489216146,"Molybdenum"
4.32,4.31841505189963,"Molybdenum"
4.33,4.33232718490458,"Molybdenum"
4.34,4.34624138544713,"Molybdenum"
4.35,4.36015774779813,"Molybdenum"
4.36,4.37407636622842,"Molybdenum"
4.37,4.38799733500882,"Molybdenum"
4.38,4.40192074841018,"Molybdenum"
4.39,4.41584670070335,"Molybdenum"
4.4,4.42977528615914,"Molybdenum"
4.41,4.44370659904841,"Molybdenum"
4.42,4.457640733642,"Molybdenum"
4.43,4.47157778421073,"Molybdenum"
4.44,4.48551784502545,"Molybdenum"
4.45,4.499461010357,"Molybdenum"
4.46,4.51340737447622,"Molybdenum"
4.47,4.52735703165393,"Molybdenum"
4.48,4.54131007616099,"Molybdenum"
4.49,4.55526660226822,"Molybdenum"
4.5,4.56922670424648,"Molybdenum"
4.51,4.58319047636658,"Molybdenum"
4.52,4.59715801289939,"Molybdenum"
4.53,4.61112940811572,"Molybdenum"
4.54,4.62510475628642,"Molybdenum"
4.55,4.63908415168233,"Molybdenum"
4.56,4.65306768857429,"Molybdenum"
4.57,4.66705546123312,"Molybdenum"
4.58,4.68104756392969,"Molybdenum"
4.59,4.69504409093481,"Molybdenum"
4.6,4.70904513651933,"Molybdenum"
4.61,4.72305073893543,"Molybdenum"
4.62,4.73706071236072,"Molybdenum"
4.63,4.75107481495411,"Molybdenum"
4.64,4.76509280487457,"Molybdenum"
4.65,4.77911444028102,"Molybdenum"
4.66,4.7931394793324,"Molybdenum"
4.67,4.80716768018766,"Molybdenum"
4.68,4.82119880100573,"Molybdenum"
4.69,4.83523259994556,"Molybdenum"
4.7,4.84926883516608,"Molybdenum"
4.71,4.8633072868267,"Molybdenum"
4.72,4.87734782308875,"Molybdenum"
4.73,4.891390334114,"Molybdenum"
4.74,4.90543471006425,"Molybdenum"
4.75,4.91948084110128,"Molybdenum"
4.76,4.93352861738688,"Molybdenum"
4.77,4.94757792908284,"Molybdenum"
4.78,4.96162866635094,"Molybdenum"
4.79,4.97568071935297,"Molybdenum"
4.8,4.98973397825072,"Molybdenum"
4.81,5.00378833320597,"Molybdenum"
4.82,5.01784367438052,"Molybdenum"
4.83,5.03189989193614,"Molybdenum"
4.84,5.04595687603464,"Molybdenum"
4.85,5.06001451683778,"Molybdenum"
4.86,5.07407270450737,"Molybdenum"
4.87,5.08813132920518,"Molybdenum"
4.88,5.10219028109301,"Molybdenum"
4.89,5.11624945033265,"Molybdenum"
4.9,5.13030872708587,"Molybdenum"
4.91,5.14436802098315,"Molybdenum"
4.92,5.15842731488043,"Molybdenum"
4.93,5.17248660877771,"Molybdenum"
4.94,5.18654590267499,"Molybdenum"
4.95,5.20060519657227,"Molybdenum"
4.96,5.21466449046955,"Molybdenum"
4.97,5.22872378436683,"Molybdenum"
4.98,5.24278307826411,"Molybdenum"
4.99,5.25684237216139,"Molybdenum"
5,5.27090166605867,"Molybdenum"
0,0.997524791798646,"Mercury"
0.01,0.986904476400946,"Mercury"
0.02,0.976284665909013,"Mercury"
0.03,0.96566598303953,"Mercury"
0.04,0.955049050509179,"Mercury"
0.05,0.944434491034641,"Mercury"
0.06,0.933822927332599,"Mercury"
0.07,0.923214982119734,"Mercury"
0.08,0.912611278112729,"Mercury"
0.09,0.902012438028265,"Mercury"
0.1,0.891419084583026,"Mercury"
0.11,0.880831840493692,"Mercury"
0.12,0.870251328476946,"Mercury"
0.13,0.85967817124947,"Mercury"
0.14,0.849112991527946,"Mercury"
0.15,0.838556412029056,"Mercury"
0.16,0.828009055469482,"Mercury"
0.17,0.817471544565906,"Mercury"
0.18,0.80694450203501,"Mercury"
0.19,0.796428550593477,"Mercury"
0.2,0.785924312957987,"Mercury"
0.21,0.775432411845224,"Mercury"
0.22,0.764953469971869,"Mercury"
0.23,0.754488110054605,"Mercury"
0.24,0.744036954810113,"Mercury"
0.25,0.733600626955075,"Mercury"
0.26,0.723179749206173,"Mercury"
0.27,0.712774944280091,"Mercury"
0.28,0.702386834893509,"Mercury"
0.29,0.692016043763109,"Mercury"
0.3,0.681663193605574,"Mercury"
0.31,0.671328907137586,"Mercury"
0.32,0.661013807075826,"Mercury"
0.33,0.650718516136977,"Mercury"
0.34,0.640443657037721,"Mercury"
0.35,0.63018985249474,"Mercury"
0.36,0.619957725224715,"Mercury"
0.37,0.60974789794433,"Mercury"
0.38,0.599560993370266,"Mercury"
0.39,0.589397634219204,"Mercury"
0.4,0.579258443207828,"Mercury"
0.41,0.569144043052819,"Mercury"
0.42,0.559055056470859,"Mercury"
0.43,0.54899210617863,"Mercury"
0.44,0.538955814892814,"Mercury"
0.45,0.528946805330094,"Mercury"
0.46,0.518965700207151,"Mercury"
0.47,0.509013122240667,"Mercury"
0.48,0.499089694147325,"Mercury"
0.49,0.489196038643806,"Mercury"
0.5,0.479332778446793,"Mercury"
0.51,0.469500536272967,"Mercury"
0.52,0.459699934839011,"Mercury"
0.53,0.449931596861606,"Mercury"
0.54,0.440196145057436,"Mercury"
0.55,0.43049420214318,"Mercury"
0.56,0.420826390835523,"Mercury"
0.57,0.411193333851145,"Mercury"
0.58,0.40159565390673,"Mercury"
0.59,0.392033973718958,"Mercury"
0.6,0.382508916004512,"Mercury"
0.61,0.373021103480074,"Mercury"
0.62,0.363571158862326,"Mercury"
0.63,0.35415970486795,"Mercury"
0.64,0.344787364213628,"Mercury"
0.65,0.335454759616042,"Mercury"
0.66,0.326162513791875,"Mercury"
0.67,0.316911249457808,"Mercury"
0.68,0.307701589330522,"Mercury"
0.69,0.298534156126702,"Mercury"
0.7,0.289409572563028,"Mercury"
0.71,0.280328461356182,"Mercury"
0.72,0.271291445222846,"Mercury"
0.73,0.262299146879703,"Mercury"
0.74,0.253352189043435,"Mercury"
0.75,0.244451194430723,"Mercury"
0.76,0.235596785758249,"Mercury"
0.77,0.226789585742697,"Mercury"
0.78,0.218030217100747,"Mercury"
0.79,0.209319302549081,"Mercury"
0.8,0.200657464804383,"Mercury"
0.81,0.192045326583333,"Mercury"
0.82,0.183483510602615,"Mercury"
0.83,0.174972639578909,"Mercury"
0.84,0.166513336228898,"Mercury"
0.85,0.158106223269264,"Mercury"
0.86,0.149751923416689,"Mercury"
0.87,0.141451059387856,"Mercury"
0.88,0.133204253899445,"Mercury"
0.89,0.12501212966814,"Mercury"
0.9,0.116875309410622,"Mercury"
0.91,0.108794415843573,"Mercury"
0.92,0.100770071683675,"Mercury"
0.93,0.0928028996476107,"Mercury"
0.94,0.0848935224520619,"Mercury"
0.95,0.0770425628137104,"Mercury"
0.96,0.0692506434492384,"Mercury"
0.97,0.0615183870753279,"Mercury"
0.98,0.0538464164086611,"Mercury"
0.99,0.0462353541659198,"Mercury"
1,0.0386858230637861,"Mercury"
1.01,0.0311984458189422,"Mercury"
1.02,0.0237738451480698,"Mercury"
1.03,0.0164126437678514,"Mercury"
1.04,0.00911546439496875,"Mercury"
1.05,0.00188292974610396,"Mercury"
1.06,-0.00528433746206087,"Mercury"
1.07,-0.0123857145128439,"Mercury"
1.08,-0.0194205786895628,"Mercury"
1.09,-0.0263883072755357,"Mercury"
1.1,-0.0332882775540806,"Mercury"
1.11,-0.0401198668085153,"Mercury"
1.12,-0.0468824523221578,"Mercury"
1.13,-0.0535754113783262,"Mercury"
1.14,-0.0601981212603383,"Mercury"
1.15,-0.0667499592515121,"Mercury"
1.16,-0.0732303026351655,"Mercury"
1.17,-0.0796385286946165,"Mercury"
1.18,-0.0859740147131832,"Mercury"
1.19,-0.0922361379741834,"Mercury"
1.2,-0.0984242757609351,"Mercury"
1.21,-0.104537805356756,"Mercury"
1.22,-0.110576104044965,"Mercury"
1.23,-0.116538549108879,"Mercury"
1.24,-0.122424517831816,"Mercury"
1.25,-0.128233387497095,"Mercury"
1.26,-0.133964535388032,"Mercury"
1.27,-0.139617338787947,"Mercury"
1.28,-0.145191174980157,"Mercury"
1.29,-0.150685421247981,"Mercury"
1.3,-0.156099454874735,"Mercury"
1.31,-0.161432646765705,"Mercury"
1.32,-0.16668434231404,"Mercury"
1.33,-0.171853880534856,"Mercury"
1.34,-0.176940600443271,"Mercury"
1.35,-0.1819438410544,"Mercury"
1.36,-0.18686294138336,"Mercury"
1.37,-0.191697240445267,"Mercury"
1.38,-0.196446077255237,"Mercury"
1.39,-0.201108790828387,"Mercury"
1.4,-0.205684720179832,"Mercury"
1.41,-0.21017320432469,"Mercury"
1.42,-0.214573582278077,"Mercury"
1.43,-0.218885193055109,"Mercury"
1.44,-0.223107375670902,"Mercury"
1.45,-0.227239469140573,"Mercury"
1.46,-0.231280812479238,"Mercury"
1.47,-0.235230744702013,"Mercury"
1.48,-0.239088604824014,"Mercury"
1.49,-0.242853731860359,"Mercury"
1.5,-0.246525464826163,"Mercury"
1.51,-0.250103142736543,"Mercury"
1.52,-0.253586104606615,"Mercury"
1.53,-0.256973689451495,"Mercury"
1.54,-0.260265236286299,"Mercury"
1.55,-0.263460084126145,"Mercury"
1.56,-0.266557571986148,"Mercury"
1.57,-0.269557038881425,"Mercury"
1.58,-0.272457823827091,"Mercury"
1.59,-0.275259265838264,"Mercury"
1.6,-0.277960703930059,"Mercury"
1.61,-0.280561477117594,"Mercury"
1.62,-0.283060924415984,"Mercury"
1.63,-0.285458384840345,"Mercury"
1.64,-0.287753197405794,"Mercury"
1.65,-0.289944701127448,"Mercury"
1.66,-0.292032235020422,"Mercury"
1.67,-0.294015138099833,"Mercury"
1.68,-0.295892749380798,"Mercury"
1.69,-0.297664407878432,"Mercury"
1.7,-0.299329452607852,"Mercury"
1.71,-0.300887222584174,"Mercury"
1.72,-0.302337056822515,"Mercury"
1.73,-0.303678294337991,"Mercury"
1.74,-0.304910274145718,"Mercury"
1.75,-0.306032335260813,"Mercury"
1.76,-0.307043816698392,"Mercury"
1.77,-0.307944057473571,"Mercury"
1.78,-0.308732396601466,"Mercury"
1.79,-0.309408173097195,"Mercury"
1.8,-0.309970725975873,"Mercury"
1.81,-0.310419394252616,"Mercury"
1.82,-0.310753516942542,"Mercury"
1.83,-0.310972433060765,"Mercury"
1.84,-0.311075481622403,"Mercury"
1.85,-0.311062001642572,"Mercury"
1.86,-0.310931332136389,"Mercury"
1.87,-0.310682812118969,"Mercury"
1.88,-0.310315780605429,"Mercury"
1.89,-0.309829576610885,"Mercury"
1.9,-0.309223539150453,"Mercury"
1.91,-0.308497007239251,"Mercury"
1.92,-0.307649319892394,"Mercury"
1.93,-0.306679816124998,"Mercury"
1.94,-0.305587834952181,"Mercury"
1.95,-0.304372715389057,"Mercury"
1.96,-0.303033796450744,"Mercury"
1.97,-0.301570417152358,"Mercury"
1.98,-0.299981916509016,"Mercury"
1.99,-0.298267633535832,"Mercury"
2,-0.296426907247925,"Mercury"
2.01,-0.294459062143611,"Mercury"
2.02,-0.292363364654013,"Mercury"
2.03,-0.290139066693453,"Mercury"
2.04,-0.287785420176254,"Mercury"
2.05,-0.285301677016741,"Mercury"
2.06,-0.282687089129235,"Mercury"
2.07,-0.279940908428061,"Mercury"
2.08,-0.27706238682754,"Mercury"
2.09,-0.274050776241997,"Mercury"
2.1,-0.270905328585755,"Mercury"
2.11,-0.267625295773136,"Mercury"
2.12,-0.264209929718464,"Mercury"
2.13,-0.260658482336062,"Mercury"
2.14,-0.256970205540253,"Mercury"
2.15,-0.253144351245361,"Mercury"
2.16,-0.249180171365707,"Mercury"
2.17,-0.245076917815617,"Mercury"
2.18,-0.240833842509412,"Mercury"
2.19,-0.236450197361415,"Mercury"
2.2,-0.231925234285951,"Mercury"
2.21,-0.227258194618598,"Mercury"
2.22,-0.222448277379964,"Mercury"
2.23,-0.217494671011909,"Mercury"
2.24,-0.212396563956298,"Mercury"
2.25,-0.207153144654993,"Mercury"
2.26,-0.201763601549857,"Mercury"
2.27,-0.196227123082752,"Mercury"
2.28,-0.19054289769554,"Mercury"
2.29,-0.184710113830086,"Mercury"
2.3,-0.178727959928251,"Mercury"
2.31,-0.172595624431899,"Mercury"
2.32,-0.166312295782891,"Mercury"
2.33,-0.159877162423091,"Mercury"
2.34,-0.153289412794361,"Mercury"
2.35,-0.146548235338564,"Mercury"
2.36,-0.139652818497563,"Mercury"
2.37,-0.13260235071322,"Mercury"
2.38,-0.125396020427399,"Mercury"
2.39,-0.118033016081961,"Mercury"
2.4,-0.11051252611877,"Mercury"
2.41,-0.102833738979688,"Mercury"
2.42,-0.0949958431065785,"Mercury"
2.43,-0.086998026941303,"Mercury"
2.44,-0.0788394789257254,"Mercury"
2.45,-0.0705193875017076,"Mercury"
2.46,-0.0620369411111131,"Mercury"
2.47,-0.0533913281958031,"Mercury"
2.48,-0.0445817371976424,"Mercury"
2.49,-0.0356073565584921,"Mercury"
2.5,-0.0264673747202155,"Mercury"
2.51,-0.0171609779150028,"Mercury"
2.52,-0.00768734353635522,"Mercury"
2.53,0.0019543532318999,"Mercury"
2.54,0.0117649372059338,"Mercury"
2.55,0.0217452332019182,"Mercury"
2.56,0.0318960660360242,"Mercury"
2.57,0.0422182605244246,"Mercury"
2.58,0.0527126414832907,"Mercury"
2.59,0.0633800337287935,"Mercury"
2.6,0.0742212620771064,"Mercury"
2.61,0.085237151344399,"Mercury"
2.62,0.0964285263468445,"Mercury"
2.63,0.107796211900614,"Mercury"
2.64,0.11934103282188,"Mercury"
2.65,0.131063813926812,"Mercury"
2.66,0.142965380031585,"Mercury"
2.67,0.155046555952368,"Mercury"
2.68,0.167308166505334,"Mercury"
2.69,0.179751036506654,"Mercury"
2.7,0.1923759907725,"Mercury"
2.71,0.205183847567855,"Mercury"
2.72,0.21817539895294,"Mercury"
2.73,0.231351430436789,"Mercury"
2.74,0.244712727528435,"Mercury"
2.75,0.258260075736911,"Mercury"
2.76,0.27199426057125,"Mercury"
2.77,0.285916067540484,"Mercury"
2.78,0.300026282153648,"Mercury"
2.79,0.314325689919773,"Mercury"
2.8,0.328815076347894,"Mercury"
2.81,0.343495226947043,"Mercury"
2.82,0.358366927226253,"Mercury"
2.83,0.373430962694557,"Mercury"
2.84,0.388688118860988,"Mercury"
2.85,0.40413918123458,"Mercury"
2.86,0.419784935324363,"Mercury"
2.87,0.435626166639375,"Mercury"
2.88,0.451663660688644,"Mercury"
2.89,0.467898202981207,"Mercury"
2.9,0.484330579026094,"Mercury"
2.91,0.50096157433234,"Mercury"
2.92,0.517791974408977,"Mercury"
2.93,0.534822564765039,"Mercury"
2.94,0.552054130909558,"Mercury"
2.95,0.569487458351567,"Mercury"
2.96,0.587123332600099,"Mercury"
2.97,0.60496253916419,"Mercury"
2.98,0.623005863552867,"Mercury"
2.99,0.641254091275169,"Mercury"
3,0.659708007840125,"Mercury"
3.01,0.678368398756771,"Mercury"
3.02,0.697236049534137,"Mercury"
3.03,0.716311745681259,"Mercury"
3.04,0.735596272707169,"Mercury"
3.05,0.755090416120899,"Mercury"
3.06,0.774794961431482,"Mercury"
3.07,0.794710694147952,"Mercury"
3.08,0.814838399779342,"Mercury"
3.09,0.835178863834684,"Mercury"
3.1,0.855732871823013,"Mercury"
3.11,0.876501209253361,"Mercury"
3.12,0.89748466163476,"Mercury"
3.13,0.918684014476244,"Mercury"
3.14,0.940100053286847,"Mercury"
3.15,0.961733563575599,"Mercury"
3.16,0.983585330851536,"Mercury"
3.17,1.00565614062369,"Mercury"
3.18,1.02794677840109,"Mercury"
3.19,1.05045802969278,"Mercury"
3.2,1.07319068000778,"Mercury"
3.21,1.09614545475937,"Mercury"
3.22,1.11932283897776,"Mercury"
3.23,1.14272325759741,"Mercury"
3.24,1.16634713555276,"Mercury"
3.25,1.19019489777827,"Mercury"
3.26,1.21426696920839,"Mercury"
3.27,1.23856377477758,"Mercury"
3.28,1.26308573942028,"Mercury"
3.29,1.28783328807095,"Mercury"
3.3,1.31280684566405,"Mercury"
3.31,1.33800683713402,"Mercury"
3.32,1.36343368741531,"Mercury"
3.33,1.38908782144239,"Mercury"
3.34,1.4149696641497,"Mercury"
3.35,1.44107964047169,"Mercury"
3.36,1.46741817534282,"Mercury"
3.37,1.49398569369754,"Mercury"
3.38,1.5207826204703,"Mercury"
3.39,1.54780938059555,"Mercury"
3.4,1.57506639900776,"Mercury"
3.41,1.60255410064136,"Mercury"
3.42,1.63027291043082,"Mercury"
3.43,1.65822325331058,"Mercury"
3.44,1.6864055542151,"Mercury"
3.45,1.71482023807882,"Mercury"
3.46,1.74346772983621,"Mercury"
3.47,1.77234845442172,"Mercury"
3.48,1.80146283676979,"Mercury"
3.49,1.83081130181489,"Mercury"
3.5,1.86039427449145,"Mercury"
3.51,1.89021217973395,"Mercury"
3.52,1.92026544247681,"Mercury"
3.53,1.95055448765451,"Mercury"
3.54,1.9810797402015,"Mercury"
3.55,2.01184162505222,"Mercury"
3.56,2.04284056714112,"Mercury"
3.57,2.07407699140267,"Mercury"
3.58,2.10555132277131,"Mercury"
3.59,2.13726398618149,"Mercury"
3.6,2.16921540656767,"Mercury"
3.61,2.20140600886431,"Mercury"
3.62,2.23383621800584,"Mercury"
3.63,2.26650645892673,"Mercury"
3.64,2.29941715656144,"Mercury"
3.65,2.3325687358444,"Mercury"
3.66,2.36596162171007,"Mercury"
3.67,2.39959623909291,"Mercury"
3.68,2.43347301292737,"Mercury"
3.69,2.4675923681479,"Mercury"
3.7,2.50195472968895,"Mercury"
3.71,2.53656031748119,"Mercury"
3.72,2.57140853144009,"Mercury"
3.73,2.60649856647733,"Mercury"
3.74,2.64182961750461,"Mercury"
3.75,2.6774008794336,"Mercury"
3.76,2.713211547176,"Mercury"
3.77,2.74926081564349,"Mercury"
3.78,2.78554787974776,"Mercury"
3.79,2.82207193440048,"Mercury"
3.8,2.85883217451335,"Mercury"
3.81,2.89582767192686,"Mercury"
3.82,2.93305700619675,"Mercury"
3.83,2.97051863380754,"Mercury"
3.84,3.00821101124379,"Mercury"
3.85,3.04613259499002,"Mercury"
3.86,3.08428184153078,"Mercury"
3.87,3.12265720735061,"Mercury"
3.88,3.16125714893404,"Mercury"
3.89,3.20008012276562,"Mercury"
3.9,3.23912458532988,"Mercury"
3.91,3.27838870503894,"Mercury"
3.92,3.31786949801519,"Mercury"
3.93,3.35756369230861,"Mercury"
3.94,3.39746801596917,"Mercury"
3.95,3.43757919704683,"Mercury"
3.96,3.47789396359157,"Mercury"
3.97,3.51840904365337,"Mercury"
3.98,3.55912116528219,"Mercury"
3.99,3.600027056528,"Mercury"
4,3.64112344544077,"Mercury"
