"","spp","year","tp_med","tp_upper","tp_lower"
"523","BRBO",1915,4.00834361189258,4.15416169866608,3.87052225583779
"524","BRBO",1916,4.00540703292585,4.15414497867799,3.86613289738609
"525","BRBO",1917,4.00264040266375,4.15426703144295,3.86135923779206
"526","BRBO",1918,3.99982506634899,4.15449553499101,3.8556557954557
"527","BRBO",1919,3.99674771693532,4.15500029150051,3.85255697642628
"528","BRBO",1920,3.99417667750727,4.15503908879727,3.84888997222509
"529","BRBO",1921,3.99104178117513,4.15233584167014,3.84493687513854
"530","BRBO",1922,3.98882079109709,4.15109337126459,3.83857259045037
"531","BRBO",1923,3.98584845686803,4.14960524153168,3.83584475572624
"532","BRBO",1924,3.98348558560771,4.14752726127476,3.83454843618916
"533","BRBO",1925,3.98136022636427,4.14631704600511,3.83190556971651
"534","BRBO",1926,3.97861602886608,4.14502636276166,3.82807949132936
"535","BRBO",1927,3.97608959618071,4.14325804690206,3.82450625924735
"536","BRBO",1928,3.97416387799031,4.13885643456904,3.82103499301061
"537","BRBO",1929,3.97169151085333,4.13644021981007,3.81767344354815
"538","BRBO",1930,3.96919280360736,4.13379889508407,3.81448170584091
"539","BRBO",1931,3.96654664638129,4.13077819077659,3.81145784558512
"540","BRBO",1932,3.96396359234115,4.12803694460236,3.80880266636209
"541","BRBO",1933,3.960608235941,4.12484401636329,3.80579023764378
"542","BRBO",1934,3.95852393175597,4.12130596232179,3.80315450348196
"543","BRBO",1935,3.95587265070295,4.11732001611916,3.80066355491022
"544","BRBO",1936,3.95362071784638,4.11413407766247,3.79847290719947
"545","BRBO",1937,3.95073359341942,4.11034306421288,3.79759587156554
"546","BRBO",1938,3.94841024371736,4.10705457443241,3.79824034344864
"547","BRBO",1939,3.9460663410952,4.10317278405296,3.7965099793344
"548","BRBO",1940,3.94327048641333,4.10056875009999,3.79524734218658
"549","BRBO",1941,3.94119680440442,4.09558231892324,3.79369135955774
"550","BRBO",1942,3.93888098368227,4.09196332524947,3.79216220497938
"551","BRBO",1943,3.93551816255225,4.08884026774835,3.79098174364517
"552","BRBO",1944,3.93211456161125,4.0856957419908,3.78888623166761
"553","BRBO",1945,3.92958504998925,4.08441449168435,3.78660147712831
"554","BRBO",1946,3.92667600393512,4.08045222838884,3.78386162763882
"555","BRBO",1947,3.92325270343211,4.07551495400091,3.78281773281466
"556","BRBO",1948,3.9197875059092,4.07249787912025,3.78192517460564
"557","BRBO",1949,3.91685856088242,4.06938369515807,3.78118960082911
"558","BRBO",1950,3.91520240309006,4.06662152528052,3.78095361174833
"559","BRBO",1951,3.91337089453665,4.06282479292037,3.78087036939661
"560","BRBO",1952,3.91277302944195,4.05908126269133,3.7825133118847
"561","BRBO",1953,3.9124598745464,4.05568413933362,3.78372004048227
"562","BRBO",1954,3.91303219222629,4.05130773579349,3.78163391383306
"563","BRBO",1955,3.91430260488034,4.04914990932159,3.78287177480093
"564","BRBO",1956,3.91447549044676,4.04641446770214,3.78252260777201
"565","BRBO",1957,3.91587695651568,4.04484787598038,3.78508997525584
"566","BRBO",1958,3.91675087338772,4.04417375469054,3.78556078482934
"567","BRBO",1959,3.91712471942586,4.04555864215549,3.78592449410415
"568","BRBO",1960,3.91715770467263,4.0468738984881,3.78634501070825
"569","BRBO",1961,3.91728169229015,4.04707529119901,3.78471763719921
"570","BRBO",1962,3.9171891756107,4.05083920056031,3.780157400389
"571","BRBO",1963,3.91690034839614,4.05614294276961,3.773768266441
"572","BRBO",1964,3.92015669705159,4.06474013370307,3.77280146771105
"573","BRBO",1965,3.91900835550011,4.06565561571932,3.76743500235958
"574","BRBO",1966,3.92020984835208,4.06937762831583,3.76636236982416
"575","BRBO",1967,3.92125790480693,4.07024893147281,3.76390904165021
"576","BRBO",1968,3.92191858495805,4.07522716501017,3.7598856258511
"577","BRBO",1969,3.92130933406051,4.0832024209993,3.75707483301837
"578","BRBO",1970,3.92295511718144,4.08823774848827,3.75526149173725
"579","BRBO",1971,3.92439748285206,4.09316250359229,3.75485299347498
"580","BRBO",1972,3.9270875189939,4.09759981217769,3.7544474216933
"581","BRBO",1973,3.92834756352885,4.10448253953461,3.75390718175248
"582","BRBO",1974,3.93072320477232,4.11056150468728,3.75472818230902
"583","BRBO",1975,3.9328774358017,4.1167401569803,3.75495686530532
"584","BRBO",1976,3.93630297100761,4.1231808193558,3.75346390218151
"585","BRBO",1977,3.93840367480799,4.12819144205784,3.75248895210852
"586","BRBO",1978,3.94102267402858,4.12991575857757,3.75190694575495
"587","BRBO",1979,3.94476521026376,4.1304540935912,3.75106956702788
"588","BRBO",1980,3.94706918013961,4.13499584296233,3.74993783718803
"589","BRBO",1981,3.94925706635294,4.13789479562403,3.75238138430556
"590","BRBO",1982,3.95090264129574,4.14318524592493,3.7534595961028
"591","BRBO",1983,3.95280218632987,4.14762174787053,3.75574232221051
"592","BRBO",1984,3.95468799075585,4.14728468174529,3.75595133395344
"593","BRBO",1985,3.95673514649216,4.15086596713895,3.75625933878795
"594","BRBO",1986,3.95744153569186,4.15042676755955,3.7564272600268
"595","BRBO",1987,3.95665396175463,4.14954324008885,3.75652612194508
"596","BRBO",1988,3.95625686623267,4.14885364551528,3.75642009420794
"597","BRBO",1989,3.95599988425094,4.14423127229693,3.75809407846155
"598","BRBO",1990,3.95265349684204,4.13876509123744,3.75757747623363
"599","BRBO",1991,3.95184097129477,4.13234920205487,3.75583054914144
