"","year","spp","metal","corrected_conc","source"
"2652",1917,"BUPE","Iron",660.077953083991,"gain"
"2653",1918,"BUPE","Iron",660.077953083991,"gain"
"2654",1919,"BUPE","Iron",660.077953083991,"gain"
"2655",1920,"BUPE","Iron",668.389890168768,"gain"
"2656",1921,"BUPE","Iron",668.389890168768,"gain"
"2657",1922,"BUPE","Iron",668.389890168768,"gain"
"2658",1923,"BUPE","Iron",668.389890168768,"gain"
"2659",1924,"BUPE","Iron",676.908446213275,"gain"
"2660",1925,"BUPE","Iron",676.908446213275,"gain"
"2661",1926,"BUPE","Iron",676.908446213275,"gain"
"2662",1927,"BUPE","Iron",676.908446213275,"gain"
"2663",1928,"BUPE","Iron",676.908446213275,"gain"
"2664",1929,"BUPE","Iron",685.641663486337,"gain"
"2665",1930,"BUPE","Iron",685.641663486337,"gain"
"2666",1931,"BUPE","Iron",685.641663486337,"gain"
"2667",1932,"BUPE","Iron",685.641663486337,"gain"
"2668",1933,"BUPE","Iron",685.641663486337,"gain"
"2669",1934,"BUPE","Iron",685.641663486337,"gain"
"2670",1935,"BUPE","Iron",694.598007352235,"gain"
"2671",1936,"BUPE","Iron",694.598007352235,"gain"
"2672",1937,"BUPE","Iron",682.54335116986,"gain"
"2673",1938,"BUPE","Iron",670.488694987484,"gain"
"2674",1939,"BUPE","Iron",667.144036179984,"gain"
"2675",1940,"BUPE","Iron",654.929916759811,"gain"
"2676",1941,"BUPE","Iron",642.715797339638,"gain"
"2677",1942,"BUPE","Iron",630.501677919465,"gain"
"2678",1943,"BUPE","Iron",626.571813186496,"gain"
"2679",1944,"BUPE","Iron",614.194040342175,"gain"
"2680",1945,"BUPE","Iron",609.985309888472,"gain"
"2681",1946,"BUPE","Iron",597.439521394645,"gain"
"2682",1947,"BUPE","Iron",592.938579969625,"gain"
"2683",1948,"BUPE","Iron",580.220232010526,"gain"
"2684",1949,"BUPE","Iron",567.501884051427,"gain"
"2685",1950,"BUPE","Iron",562.517276339871,"gain"
"2686",1951,"BUPE","Iron",549.621633286209,"gain"
"2687",1952,"BUPE","Iron",536.725990232547,"gain"
"2688",1953,"BUPE","Iron",531.232803324751,"gain"
"2689",1954,"BUPE","Iron",518.154926781389,"gain"
"2690",1955,"BUPE","Iron",505.077050238026,"gain"
"2691",1956,"BUPE","Iron",491.999173694664,"gain"
"2692",1957,"BUPE","Iron",497.361469444061,"gain"
"2693",1958,"BUPE","Iron",502.723765193457,"gain"
"2694",1959,"BUPE","Iron",508.086060942854,"gain"
"2695",1960,"BUPE","Iron",506.293717671856,"gain"
"2696",1961,"BUPE","Iron",511.581292585345,"gain"
"2697",1962,"BUPE","Iron",516.868867498834,"gain"
"2698",1963,"BUPE","Iron",522.156442412323,"gain"
"2699",1964,"BUPE","Iron",527.444017325812,"gain"
"2700",1965,"BUPE","Iron",532.731592239302,"gain"
"2701",1966,"BUPE","Iron",530.622237917066,"gain"
"2702",1967,"BUPE","Iron",535.837116874999,"gain"
"2703",1968,"BUPE","Iron",541.051995832932,"gain"
"2704",1969,"BUPE","Iron",538.855258116044,"gain"
"2705",1970,"BUPE","Iron",543.999382859095,"gain"
"2706",1971,"BUPE","Iron",549.143507602146,"gain"
"2707",1972,"BUPE","Iron",546.864504129124,"gain"
"2708",1973,"BUPE","Iron",551.939737749049,"gain"
"2709",1974,"BUPE","Iron",549.650366402245,"gain"
"2710",1975,"BUPE","Iron",554.658497533645,"gain"
"2711",1976,"BUPE","Iron",552.359818437991,"gain"
"2712",1977,"BUPE","Iron",550.116547711002,"gain"
"2713",1978,"BUPE","Iron",554.995561268262,"gain"
"2714",1979,"BUPE","Iron",552.743289537589,"gain"
"2715",1980,"BUPE","Iron",550.543540473031,"gain"
"2716",1981,"BUPE","Iron",555.299790726388,"gain"
"2717",1982,"BUPE","Iron",553.091317776949,"gain"
"2718",1983,"BUPE","Iron",550.932689217045,"gain"
"2719",1984,"BUPE","Iron",548.821955525325,"gain"
"2720",1985,"BUPE","Iron",553.404958930329,"gain"
"2721",1986,"BUPE","Iron",551.285211997084,"gain"
"2722",1987,"BUPE","Iron",549.21100552843,"gain"
"2723",1988,"BUPE","Iron",547.180611193013,"gain"
"2724",1989,"BUPE","Iron",545.19238122331,"gain"
"2725",1990,"BUPE","Iron",543.244743801706,"gain"
"2726",1991,"BUPE","Iron",541.336198760773,"gain"
"2727",1992,"BUPE","Iron",539.465313573072,"gain"
"2728",1993,"BUPE","Iron",537.630719607974,"gain"
"2729",1994,"BUPE","Iron",535.831108634966,"gain"
"2730",1995,"BUPE","Iron",534.065229554743,"gain"
"2731",1996,"BUPE","Iron",532.331885340918,"gain"
"2732",1997,"BUPE","Iron",530.629930176692,"gain"
"2733",1998,"BUPE","Iron",523.402599970945,"gain"
"2734",1999,"BUPE","Iron",521.829127170475,"gain"
"2735",2000,"BUPE","Iron",518.031061117064,"gain"
"2736",2001,"BUPE","Iron",509.09788938692,"gain"
"2737",2002,"BUPE","Iron",505.523586243569,"gain"
"2738",2003,"BUPE","Iron",502.014256498634,"gain"
"2739",2004,"BUPE","Iron",493.693826294144,"gain"
"2740",2005,"BUPE","Iron",490.382578445741,"gain"
"2741",2006,"BUPE","Iron",482.484227617716,"gain"
"2742",2007,"BUPE","Iron",479.354096951763,"gain"
"2743",2008,"BUPE","Iron",471.843542411188,"gain"
"2744",2009,"BUPE","Iron",468.879482554701,"gain"
"2745",2010,"BUPE","Iron",465.963546632513,"gain"
"2746",2011,"BUPE","Iron",458.915561608538,"gain"
"2747",2012,"BUPE","Iron",452.093811268069,"gain"
"2748",2013,"BUPE","Iron",445.487122203978,"gain"
"2749",2014,"BUPE","Iron",408.998450896003,"gain"
"2750",2015,"BUPE","Iron",NA,"gain"
"2751",1891,"BUPE","Mercury",NA,"gain"
"2752",1892,"BUPE","Mercury",NA,"gain"
"2753",1893,"BUPE","Mercury",NA,"gain"
"2754",1894,"BUPE","Mercury",NA,"gain"
"2755",1895,"BUPE","Mercury",NA,"gain"
"2756",1896,"BUPE","Mercury",NA,"gain"
"2757",1897,"BUPE","Mercury",NA,"gain"
"2758",1898,"BUPE","Mercury",NA,"gain"
"2759",1899,"BUPE","Mercury",NA,"gain"
"2760",1900,"BUPE","Mercury",NA,"gain"
"2761",1901,"BUPE","Mercury",NA,"gain"
"2762",1902,"BUPE","Mercury",NA,"gain"
"2763",1903,"BUPE","Mercury",NA,"gain"
"2764",1904,"BUPE","Mercury",NA,"gain"
"2765",1905,"BUPE","Mercury",NA,"gain"
"2766",1906,"BUPE","Mercury",NA,"gain"
"2767",1907,"BUPE","Mercury",NA,"gain"
"2768",1908,"BUPE","Mercury",NA,"gain"
"2769",1909,"BUPE","Mercury",NA,"gain"
"2770",1910,"BUPE","Mercury",NA,"gain"
"2771",1911,"BUPE","Mercury",NA,"gain"
"2772",1912,"BUPE","Mercury",NA,"gain"
"2773",1913,"BUPE","Mercury",NA,"gain"
"2774",1914,"BUPE","Mercury",NA,"gain"
"2775",1915,"BUPE","Mercury",NA,"gain"
"2776",1916,"BUPE","Mercury",NA,"gain"
"2777",1917,"BUPE","Mercury",NA,"gain"
"2778",1918,"BUPE","Mercury",NA,"gain"
"2779",1919,"BUPE","Mercury",NA,"gain"
"2780",1920,"BUPE","Mercury",NA,"gain"
"2781",1921,"BUPE","Mercury",NA,"gain"
"2782",1922,"BUPE","Mercury",NA,"gain"
"2783",1923,"BUPE","Mercury",NA,"gain"
"2784",1924,"BUPE","Mercury",NA,"gain"
"2785",1925,"BUPE","Mercury",NA,"gain"
"2786",1926,"BUPE","Mercury",NA,"gain"
"2787",1927,"BUPE","Mercury",NA,"gain"
"2788",1928,"BUPE","Mercury",NA,"gain"
"2789",1929,"BUPE","Mercury",NA,"gain"
"2790",1930,"BUPE","Mercury",NA,"gain"
"2791",1931,"BUPE","Mercury",NA,"gain"
"2792",1932,"BUPE","Mercury",NA,"gain"
"2793",1933,"BUPE","Mercury",NA,"gain"
"2794",1934,"BUPE","Mercury",NA,"gain"
"2795",1935,"BUPE","Mercury",NA,"gain"
"2796",1936,"BUPE","Mercury",NA,"gain"
"2797",1937,"BUPE","Mercury",NA,"gain"
"2798",1938,"BUPE","Mercury",NA,"gain"
"2799",1939,"BUPE","Mercury",NA,"gain"
"2800",1940,"BUPE","Mercury",NA,"gain"
"2801",1941,"BUPE","Mercury",NA,"gain"
"2802",1942,"BUPE","Mercury",NA,"gain"
"2803",1943,"BUPE","Mercury",NA,"gain"
"2804",1944,"BUPE","Mercury",NA,"gain"
"2805",1945,"BUPE","Mercury",NA,"gain"
"2806",1946,"BUPE","Mercury",NA,"gain"
"2807",1947,"BUPE","Mercury",NA,"gain"
"2808",1948,"BUPE","Mercury",NA,"gain"
"2809",1949,"BUPE","Mercury",NA,"gain"
"2810",1950,"BUPE","Mercury",NA,"gain"
"2811",1951,"BUPE","Mercury",NA,"gain"
"2812",1952,"BUPE","Mercury",NA,"gain"
"2813",1953,"BUPE","Mercury",NA,"gain"
"2814",1954,"BUPE","Mercury",NA,"gain"
"2815",1955,"BUPE","Mercury",NA,"gain"
"2816",1956,"BUPE","Mercury",NA,"gain"
"2817",1957,"BUPE","Mercury",NA,"gain"
"2818",1958,"BUPE","Mercury",NA,"gain"
"2819",1959,"BUPE","Mercury",NA,"gain"
"2820",1960,"BUPE","Mercury",NA,"gain"
"2821",1961,"BUPE","Mercury",NA,"gain"
"2822",1962,"BUPE","Mercury",NA,"gain"
"2823",1963,"BUPE","Mercury",NA,"gain"
"2824",1964,"BUPE","Mercury",NA,"gain"
"2825",1965,"BUPE","Mercury",NA,"gain"
"2826",1966,"BUPE","Mercury",NA,"gain"
"2827",1967,"BUPE","Mercury",NA,"gain"
"2828",1968,"BUPE","Mercury",NA,"gain"
"2829",1969,"BUPE","Mercury",NA,"gain"
"2830",1970,"BUPE","Mercury",NA,"gain"
"2831",1971,"BUPE","Mercury",NA,"gain"
"2832",1972,"BUPE","Mercury",NA,"gain"
"2833",1973,"BUPE","Mercury",NA,"gain"
"2834",1974,"BUPE","Mercury",NA,"gain"
"2835",1975,"BUPE","Mercury",NA,"gain"
"2836",1976,"BUPE","Mercury",NA,"gain"
"2837",1977,"BUPE","Mercury",NA,"gain"
"2838",1978,"BUPE","Mercury",NA,"gain"
"2839",1979,"BUPE","Mercury",NA,"gain"
"2840",1980,"BUPE","Mercury",NA,"gain"
"2841",1981,"BUPE","Mercury",NA,"gain"
"2842",1982,"BUPE","Mercury",NA,"gain"
"2843",1983,"BUPE","Mercury",NA,"gain"
"2844",1984,"BUPE","Mercury",NA,"gain"
"2845",1985,"BUPE","Mercury",NA,"gain"
"2846",1986,"BUPE","Mercury",NA,"gain"
"2847",1987,"BUPE","Mercury",NA,"gain"
"2848",1988,"BUPE","Mercury",NA,"gain"
"2849",1989,"BUPE","Mercury",NA,"gain"
"2850",1990,"BUPE","Mercury",NA,"gain"
"2851",1991,"BUPE","Mercury",NA,"gain"
"2852",1992,"BUPE","Mercury",NA,"gain"
"2853",1993,"BUPE","Mercury",NA,"gain"
"2854",1994,"BUPE","Mercury",NA,"gain"
"2855",1995,"BUPE","Mercury",NA,"gain"
"2856",1996,"BUPE","Mercury",NA,"gain"
"2857",1997,"BUPE","Mercury",NA,"gain"
"2858",1998,"BUPE","Mercury",NA,"gain"
"2859",1999,"BUPE","Mercury",4.03397064814406,"gain"
"2860",2000,"BUPE","Mercury",3.78640684516455,"gain"
"2861",2001,"BUPE","Mercury",3.56266880011789,"gain"
"2862",2002,"BUPE","Mercury",3.30526353585742,"gain"
"2863",2003,"BUPE","Mercury",3.04369624715251,"gain"
"2864",2004,"BUPE","Mercury",2.80016999717718,"gain"
"2865",2005,"BUPE","Mercury",2.52795943821047,"gain"
"2866",2006,"BUPE","Mercury",2.26961260178873,"gain"
"2867",2007,"BUPE","Mercury",1.98614094008656,"gain"
"2868",2008,"BUPE","Mercury",1.71198965580188,"gain"
"2869",2009,"BUPE","Mercury",1.41660577468537,"gain"
"2870",2010,"BUPE","Mercury",1.11623850852646,"gain"
"2871",2011,"BUPE","Mercury",0.817631108674824,"gain"
"2872",2012,"BUPE","Mercury",0.508692431256042,"gain"
"2873",2013,"BUPE","Mercury",0.188990939740462,"gain"
"2874",2014,"BUPE","Mercury",0.381256499473853,"gain"
"2875",2015,"BUPE","Mercury",NA,"gain"
"2876",1891,"BUPE","Manganese",10.402219939694,"gain"
"2877",1892,"BUPE","Manganese",10.7041769635188,"gain"
"2878",1893,"BUPE","Manganese",11.0061339873437,"gain"
"2879",1894,"BUPE","Manganese",11.3080910111686,"gain"
"2880",1895,"BUPE","Manganese",11.6100480349935,"gain"
"2881",1896,"BUPE","Manganese",11.9120050588183,"gain"
"2882",1897,"BUPE","Manganese",12.2598832806225,"gain"
"2883",1898,"BUPE","Manganese",12.562975581287,"gain"
"2884",1899,"BUPE","Manganese",12.8660678819515,"gain"
"2885",1900,"BUPE","Manganese",13.169160182616,"gain"
"2886",1901,"BUPE","Manganese",13.4722524832805,"gain"
"2887",1902,"BUPE","Manganese",13.8272215654798,"gain"
"2888",1903,"BUPE","Manganese",14.1314552860734,"gain"
"2889",1904,"BUPE","Manganese",14.435689006667,"gain"
"2890",1905,"BUPE","Manganese",14.7399227272605,"gain"
"2891",1906,"BUPE","Manganese",15.0441564478541,"gain"
"2892",1907,"BUPE","Manganese",15.4062908011301,"gain"
"2893",1908,"BUPE","Manganese",15.7116722202584,"gain"
"2894",1909,"BUPE","Manganese",16.0170536393866,"gain"
"2895",1910,"BUPE","Manganese",16.3224350585148,"gain"
"2896",1911,"BUPE","Manganese",16.6278164776431,"gain"
"2897",1912,"BUPE","Manganese",16.9331978967713,"gain"
"2898",1913,"BUPE","Manganese",17.3037283914992,"gain"
"2899",1914,"BUPE","Manganese",17.6102639264509,"gain"
"2900",1915,"BUPE","Manganese",17.6102639264509,"gain"
"2901",1916,"BUPE","Manganese",17.6102639264509,"gain"
"2902",1917,"BUPE","Manganese",17.6769439400509,"gain"
"2903",1918,"BUPE","Manganese",17.6769439400509,"gain"
"2904",1919,"BUPE","Manganese",17.6769439400509,"gain"
"2905",1920,"BUPE","Manganese",17.7440091190228,"gain"
"2906",1921,"BUPE","Manganese",17.7440091190228,"gain"
"2907",1922,"BUPE","Manganese",17.7440091190228,"gain"
"2908",1923,"BUPE","Manganese",17.7440091190228,"gain"
"2909",1924,"BUPE","Manganese",17.8114680007968,"gain"
"2910",1925,"BUPE","Manganese",17.8114680007968,"gain"
"2911",1926,"BUPE","Manganese",17.8114680007968,"gain"
"2912",1927,"BUPE","Manganese",17.8114680007968,"gain"
"2913",1928,"BUPE","Manganese",17.8114680007968,"gain"
"2914",1929,"BUPE","Manganese",17.8793293213867,"gain"
"2915",1930,"BUPE","Manganese",17.8793293213867,"gain"
"2916",1931,"BUPE","Manganese",17.8793293213867,"gain"
"2917",1932,"BUPE","Manganese",17.8793293213867,"gain"
"2918",1933,"BUPE","Manganese",17.8793293213867,"gain"
"2919",1934,"BUPE","Manganese",17.8793293213867,"gain"
"2920",1935,"BUPE","Manganese",17.9476020198717,"gain"
"2921",1936,"BUPE","Manganese",17.9476020198717,"gain"
"2922",1937,"BUPE","Manganese",17.9476020198717,"gain"
"2923",1938,"BUPE","Manganese",17.9476020198717,"gain"
"2924",1939,"BUPE","Manganese",18.0162952430191,"gain"
"2925",1940,"BUPE","Manganese",18.0162952430191,"gain"
"2926",1941,"BUPE","Manganese",18.0162952430191,"gain"
"2927",1942,"BUPE","Manganese",18.0162952430191,"gain"
"2928",1943,"BUPE","Manganese",18.0854183500504,"gain"
"2929",1944,"BUPE","Manganese",18.0854183500504,"gain"
"2930",1945,"BUPE","Manganese",18.1549809175592,"gain"
"2931",1946,"BUPE","Manganese",18.1549809175592,"gain"
"2932",1947,"BUPE","Manganese",18.2249927445848,"gain"
"2933",1948,"BUPE","Manganese",18.2249927445848,"gain"
"2934",1949,"BUPE","Manganese",18.2249927445848,"gain"
"2935",1950,"BUPE","Manganese",18.2954638578486,"gain"
"2936",1951,"BUPE","Manganese",18.2954638578486,"gain"
"2937",1952,"BUPE","Manganese",18.2954638578486,"gain"
"2938",1953,"BUPE","Manganese",18.3664045171594,"gain"
"2939",1954,"BUPE","Manganese",18.3664045171594,"gain"
"2940",1955,"BUPE","Manganese",18.3664045171594,"gain"
"2941",1956,"BUPE","Manganese",18.3664045171594,"gain"
"2942",1957,"BUPE","Manganese",18.3611313605366,"gain"
"2943",1958,"BUPE","Manganese",18.3558582039138,"gain"
"2944",1959,"BUPE","Manganese",18.3505850472911,"gain"
"2945",1960,"BUPE","Manganese",18.2744527021118,"gain"
"2946",1961,"BUPE","Manganese",18.2691999131776,"gain"
"2947",1962,"BUPE","Manganese",18.2639471242434,"gain"
"2948",1963,"BUPE","Manganese",18.2586943353092,"gain"
"2949",1964,"BUPE","Manganese",18.253441546375,"gain"
"2950",1965,"BUPE","Manganese",18.2481887574408,"gain"
"2951",1966,"BUPE","Manganese",18.1726671840204,"gain"
"2952",1967,"BUPE","Manganese",18.167434627964,"gain"
"2953",1968,"BUPE","Manganese",18.1622020719075,"gain"
"2954",1969,"BUPE","Manganese",18.0872190019898,"gain"
"2955",1970,"BUPE","Manganese",18.082006546946,"gain"
"2956",1971,"BUPE","Manganese",18.0767940919022,"gain"
"2957",1972,"BUPE","Manganese",18.0023386217699,"gain"
"2958",1973,"BUPE","Manganese",17.9971461387524,"gain"
"2959",1974,"BUPE","Manganese",17.9231877740629,"gain"
"2960",1975,"BUPE","Manganese",17.9180151368987,"gain"
"2961",1976,"BUPE","Manganese",17.844543725184,"gain"
"2962",1977,"BUPE","Manganese",17.7715297475282,"gain"
"2963",1978,"BUPE","Manganese",17.7663964344873,"gain"
"2964",1979,"BUPE","Manganese",17.6938499232722,"gain"
"2965",1980,"BUPE","Manganese",17.6217420449899,"gain"
"2966",1981,"BUPE","Manganese",17.6166475835718,"gain"
"2967",1982,"BUPE","Manganese",17.5449885732862,"gain"
"2968",1983,"BUPE","Manganese",17.4737502526024,"gain"
"2969",1984,"BUPE","Manganese",17.4029240136437,"gain"
"2970",1985,"BUPE","Manganese",17.39788698788,"gain"
"2971",1986,"BUPE","Manganese",17.3274833511677,"gain"
"2972",1987,"BUPE","Manganese",17.2574750665816,"gain"
"2973",1988,"BUPE","Manganese",17.1878541096571,"gain"
"2974",1989,"BUPE","Manganese",17.1186126412718,"gain"
"2975",1990,"BUPE","Manganese",17.0497430036773,"gain"
"2976",1991,"BUPE","Manganese",16.9812377166454,"gain"
"2977",1992,"BUPE","Manganese",16.9130894737214,"gain"
"2978",1993,"BUPE","Manganese",16.8452911385822,"gain"
"2979",1994,"BUPE","Manganese",16.7778357414947,"gain"
"2980",1995,"BUPE","Manganese",16.7107164758714,"gain"
"2981",1996,"BUPE","Manganese",16.6439266949198,"gain"
"2982",1997,"BUPE","Manganese",16.5774599083805,"gain"
"2983",1998,"BUPE","Manganese",16.4502507811264,"gain"
"2984",1999,"BUPE","Manganese",16.3846978881415,"gain"
"2985",2000,"BUPE","Manganese",16.0326856367442,"gain"
"2986",2001,"BUPE","Manganese",15.6252272281733,"gain"
"2987",2002,"BUPE","Manganese",15.2793206881771,"gain"
"2988",2003,"BUPE","Manganese",14.9357728673499,"gain"
"2989",2004,"BUPE","Manganese",14.54079739724,"gain"
"2990",2005,"BUPE","Manganese",14.2031721684268,"gain"
"2991",2006,"BUPE","Manganese",13.8167666892049,"gain"
"2992",2007,"BUPE","Manganese",13.4849418482655,"gain"
"2993",2008,"BUPE","Manganese",13.1069064062393,"gain"
"2994",2009,"BUPE","Manganese",12.7807689835056,"gain"
"2995",2010,"BUPE","Manganese",12.4568451227106,"gain"
"2996",2011,"BUPE","Manganese",12.0903650981231,"gain"
"2997",2012,"BUPE","Manganese",11.7285318027411,"gain"
"2998",2013,"BUPE","Manganese",11.3712843413049,"gain"
"2999",2014,"BUPE","Manganese",10.5200029585558,"gain"
"3000",2015,"BUPE","Manganese",NA,"gain"
"3001",1891,"BUPE","Molybdenum",0.811127711207928,"gain"
"3002",1892,"BUPE","Molybdenum",0.811127711207928,"gain"
"3003",1893,"BUPE","Molybdenum",0.811127711207928,"gain"
"3004",1894,"BUPE","Molybdenum",0.811127711207928,"gain"
"3005",1895,"BUPE","Molybdenum",0.811127711207928,"gain"
"3006",1896,"BUPE","Molybdenum",0.811127711207928,"gain"
"3007",1897,"BUPE","Molybdenum",0.814617076096896,"gain"
"3008",1898,"BUPE","Molybdenum",0.814617076096896,"gain"
"3009",1899,"BUPE","Molybdenum",0.814617076096896,"gain"
"3010",1900,"BUPE","Molybdenum",0.814617076096896,"gain"
"3011",1901,"BUPE","Molybdenum",0.814617076096896,"gain"
"3012",1902,"BUPE","Molybdenum",0.818128101947532,"gain"
"3013",1903,"BUPE","Molybdenum",0.818128101947532,"gain"
"3014",1904,"BUPE","Molybdenum",0.818128101947532,"gain"
"3015",1905,"BUPE","Molybdenum",0.818128101947532,"gain"
"3016",1906,"BUPE","Molybdenum",0.818128101947532,"gain"
"3017",1907,"BUPE","Molybdenum",0.821661290051932,"gain"
"3018",1908,"BUPE","Molybdenum",0.821661290051932,"gain"
"3019",1909,"BUPE","Molybdenum",0.821661290051932,"gain"
"3020",1910,"BUPE","Molybdenum",0.821661290051932,"gain"
"3021",1911,"BUPE","Molybdenum",0.821661290051932,"gain"
"3022",1912,"BUPE","Molybdenum",0.821661290051932,"gain"
"3023",1913,"BUPE","Molybdenum",0.825217154750483,"gain"
"3024",1914,"BUPE","Molybdenum",0.825217154750483,"gain"
"3025",1915,"BUPE","Molybdenum",0.825217154750483,"gain"
"3026",1916,"BUPE","Molybdenum",0.825217154750483,"gain"
"3027",1917,"BUPE","Molybdenum",0.828796223755886,"gain"
"3028",1918,"BUPE","Molybdenum",0.828796223755886,"gain"
"3029",1919,"BUPE","Molybdenum",0.828796223755886,"gain"
"3030",1920,"BUPE","Molybdenum",0.83239903848801,"gain"
"3031",1921,"BUPE","Molybdenum",0.83239903848801,"gain"
"3032",1922,"BUPE","Molybdenum",0.83239903848801,"gain"
"3033",1923,"BUPE","Molybdenum",0.83239903848801,"gain"
"3034",1924,"BUPE","Molybdenum",0.836026154419925,"gain"
"3035",1925,"BUPE","Molybdenum",0.836026154419925,"gain"
"3036",1926,"BUPE","Molybdenum",0.836026154419925,"gain"
"3037",1927,"BUPE","Molybdenum",0.836026154419925,"gain"
"3038",1928,"BUPE","Molybdenum",0.836026154419925,"gain"
"3039",1929,"BUPE","Molybdenum",0.839678141435685,"gain"
"3040",1930,"BUPE","Molybdenum",0.839678141435685,"gain"
"3041",1931,"BUPE","Molybdenum",0.839678141435685,"gain"
"3042",1932,"BUPE","Molybdenum",0.839678141435685,"gain"
"3043",1933,"BUPE","Molybdenum",0.839678141435685,"gain"
"3044",1934,"BUPE","Molybdenum",0.839678141435685,"gain"
"3045",1935,"BUPE","Molybdenum",0.843355584200318,"gain"
"3046",1936,"BUPE","Molybdenum",0.843355584200318,"gain"
"3047",1937,"BUPE","Molybdenum",0.843355584200318,"gain"
"3048",1938,"BUPE","Molybdenum",0.843355584200318,"gain"
"3049",1939,"BUPE","Molybdenum",0.847059082542562,"gain"
"3050",1940,"BUPE","Molybdenum",0.847059082542562,"gain"
"3051",1941,"BUPE","Molybdenum",0.847059082542562,"gain"
"3052",1942,"BUPE","Molybdenum",0.847059082542562,"gain"
"3053",1943,"BUPE","Molybdenum",0.850789251850861,"gain"
"3054",1944,"BUPE","Molybdenum",0.850789251850861,"gain"
"3055",1945,"BUPE","Molybdenum",0.854546723483247,"gain"
"3056",1946,"BUPE","Molybdenum",0.854546723483247,"gain"
"3057",1947,"BUPE","Molybdenum",0.858332145191684,"gain"
"3058",1948,"BUPE","Molybdenum",0.858332145191684,"gain"
"3059",1949,"BUPE","Molybdenum",0.858332145191684,"gain"
"3060",1950,"BUPE","Molybdenum",0.862146181561465,"gain"
"3061",1951,"BUPE","Molybdenum",0.862146181561465,"gain"
"3062",1952,"BUPE","Molybdenum",0.862146181561465,"gain"
"3063",1953,"BUPE","Molybdenum",0.865989514466389,"gain"
"3064",1954,"BUPE","Molybdenum",0.865989514466389,"gain"
"3065",1955,"BUPE","Molybdenum",0.865989514466389,"gain"
"3066",1956,"BUPE","Molybdenum",0.865989514466389,"gain"
"3067",1957,"BUPE","Molybdenum",0.87404523088003,"gain"
"3068",1958,"BUPE","Molybdenum",0.882100947293671,"gain"
"3069",1959,"BUPE","Molybdenum",0.890156663707312,"gain"
"3070",1960,"BUPE","Molybdenum",0.894226039480032,"gain"
"3071",1961,"BUPE","Molybdenum",0.902246003959673,"gain"
"3072",1962,"BUPE","Molybdenum",0.910265968439315,"gain"
"3073",1963,"BUPE","Molybdenum",0.918285932918956,"gain"
"3074",1964,"BUPE","Molybdenum",0.926305897398598,"gain"
"3075",1965,"BUPE","Molybdenum",0.934325861878239,"gain"
"3076",1966,"BUPE","Molybdenum",0.93817699590719,"gain"
"3077",1967,"BUPE","Molybdenum",0.94616148097874,"gain"
"3078",1968,"BUPE","Molybdenum",0.954145966050291,"gain"
"3079",1969,"BUPE","Molybdenum",0.957887257485873,"gain"
"3080",1970,"BUPE","Molybdenum",0.965836529332229,"gain"
"3081",1971,"BUPE","Molybdenum",0.973785801178584,"gain"
"3082",1972,"BUPE","Molybdenum",0.977418349800756,"gain"
"3083",1973,"BUPE","Molybdenum",0.985332668422624,"gain"
"3084",1974,"BUPE","Molybdenum",0.988892231247364,"gain"
"3085",1975,"BUPE","Molybdenum",0.996771850619853,"gain"
"3086",1976,"BUPE","Molybdenum",1.0002589487027,"gain"
"3087",1977,"BUPE","Molybdenum",1.00370828999521,"gain"
"3088",1978,"BUPE","Molybdenum",1.01151924945043,"gain"
"3089",1979,"BUPE","Molybdenum",1.01489686652837,"gain"
"3090",1980,"BUPE","Molybdenum",1.01823696335975,"gain"
"3091",1981,"BUPE","Molybdenum",1.02598021022941,"gain"
"3092",1982,"BUPE","Molybdenum",1.0292492639201,"gain"
"3093",1983,"BUPE","Molybdenum",1.03248099826921,"gain"
"3094",1984,"BUPE","Molybdenum",1.03567539350732,"gain"
"3095",1985,"BUPE","Molybdenum",1.04331875434501,"gain"
"3096",1986,"BUPE","Molybdenum",1.04644292109568,"gain"
"3097",1987,"BUPE","Molybdenum",1.04952990734344,"gain"
"3098",1988,"BUPE","Molybdenum",1.05257968105587,"gain"
"3099",1989,"BUPE","Molybdenum",1.05559220819162,"gain"
"3100",1990,"BUPE","Molybdenum",1.05856745289287,"gain"
"3101",1991,"BUPE","Molybdenum",1.06150537767347,"gain"
"3102",1992,"BUPE","Molybdenum",1.06440594360283,"gain"
"3103",1993,"BUPE","Molybdenum",1.06726911048573,"gain"
"3104",1994,"BUPE","Molybdenum",1.07009483703805,"gain"
"3105",1995,"BUPE","Molybdenum",1.07288308105864,"gain"
"3106",1996,"BUPE","Molybdenum",1.07563379959733,"gain"
"3107",1997,"BUPE","Molybdenum",1.07834694911909,"gain"
"3108",1998,"BUPE","Molybdenum",1.07645996391099,"gain"
"3109",1999,"BUPE","Molybdenum",1.07909050622052,"gain"
"3110",2000,"BUPE","Molybdenum",1.0526138734896,"gain"
"3111",2001,"BUPE","Molybdenum",1.02202467537122,"gain"
"3112",2002,"BUPE","Molybdenum",0.996071877950845,"gain"
"3113",2003,"BUPE","Molybdenum",0.970321132279659,"gain"
"3114",2004,"BUPE","Molybdenum",0.940801018746152,"gain"
"3115",2005,"BUPE","Molybdenum",0.915556790857908,"gain"
"3116",2006,"BUPE","Molybdenum",0.886768516628949,"gain"
"3117",2007,"BUPE","Molybdenum",0.862019302942274,"gain"
"3118",2008,"BUPE","Molybdenum",0.83394421458396,"gain"
