"","year","spp","metal","corrected_conc","source"
"1",1891,"BRBO","Arsenic",NA,"gain"
"2",1892,"BRBO","Arsenic",NA,"gain"
"3",1893,"BRBO","Arsenic",NA,"gain"
"4",1894,"BRBO","Arsenic",NA,"gain"
"5",1895,"BRBO","Arsenic",NA,"gain"
"6",1896,"BRBO","Arsenic",NA,"gain"
"7",1897,"BRBO","Arsenic",NA,"gain"
"8",1898,"BRBO","Arsenic",NA,"gain"
"9",1899,"BRBO","Arsenic",NA,"gain"
"10",1900,"BRBO","Arsenic",NA,"gain"
"11",1901,"BRBO","Arsenic",NA,"gain"
"12",1902,"BRBO","Arsenic",NA,"gain"
"13",1903,"BRBO","Arsenic",NA,"gain"
"14",1904,"BRBO","Arsenic",NA,"gain"
"15",1905,"BRBO","Arsenic",NA,"gain"
"16",1906,"BRBO","Arsenic",NA,"gain"
"17",1907,"BRBO","Arsenic",NA,"gain"
"18",1908,"BRBO","Arsenic",NA,"gain"
"19",1909,"BRBO","Arsenic",NA,"gain"
"20",1910,"BRBO","Arsenic",NA,"gain"
"21",1911,"BRBO","Arsenic",NA,"gain"
"22",1912,"BRBO","Arsenic",NA,"gain"
"23",1913,"BRBO","Arsenic",NA,"gain"
"24",1914,"BRBO","Arsenic",NA,"gain"
"25",1915,"BRBO","Arsenic",NA,"gain"
"26",1916,"BRBO","Arsenic",NA,"gain"
"27",1917,"BRBO","Arsenic",NA,"gain"
"28",1918,"BRBO","Arsenic",NA,"gain"
"29",1919,"BRBO","Arsenic",NA,"gain"
"30",1920,"BRBO","Arsenic",NA,"gain"
"31",1921,"BRBO","Arsenic",NA,"gain"
"32",1922,"BRBO","Arsenic",NA,"gain"
"33",1923,"BRBO","Arsenic",NA,"gain"
"34",1924,"BRBO","Arsenic",NA,"gain"
"35",1925,"BRBO","Arsenic",NA,"gain"
"36",1926,"BRBO","Arsenic",NA,"gain"
"37",1927,"BRBO","Arsenic",NA,"gain"
"38",1928,"BRBO","Arsenic",NA,"gain"
"39",1929,"BRBO","Arsenic",NA,"gain"
"40",1930,"BRBO","Arsenic",NA,"gain"
"41",1931,"BRBO","Arsenic",NA,"gain"
"42",1932,"BRBO","Arsenic",NA,"gain"
"43",1933,"BRBO","Arsenic",NA,"gain"
"44",1934,"BRBO","Arsenic",NA,"gain"
"45",1935,"BRBO","Arsenic",NA,"gain"
"46",1936,"BRBO","Arsenic",NA,"gain"
"47",1937,"BRBO","Arsenic",NA,"gain"
"48",1938,"BRBO","Arsenic",NA,"gain"
"49",1939,"BRBO","Arsenic",NA,"gain"
"50",1940,"BRBO","Arsenic",NA,"gain"
"51",1941,"BRBO","Arsenic",NA,"gain"
"52",1942,"BRBO","Arsenic",NA,"gain"
"53",1943,"BRBO","Arsenic",NA,"gain"
"54",1944,"BRBO","Arsenic",NA,"gain"
"55",1945,"BRBO","Arsenic",NA,"gain"
"56",1946,"BRBO","Arsenic",NA,"gain"
"57",1947,"BRBO","Arsenic",NA,"gain"
"58",1948,"BRBO","Arsenic",NA,"gain"
"59",1949,"BRBO","Arsenic",NA,"gain"
"60",1950,"BRBO","Arsenic",NA,"gain"
"61",1951,"BRBO","Arsenic",NA,"gain"
"62",1952,"BRBO","Arsenic",NA,"gain"
"63",1953,"BRBO","Arsenic",NA,"gain"
"64",1954,"BRBO","Arsenic",NA,"gain"
"65",1955,"BRBO","Arsenic",NA,"gain"
"66",1956,"BRBO","Arsenic",NA,"gain"
"67",1957,"BRBO","Arsenic",NA,"gain"
"68",1958,"BRBO","Arsenic",NA,"gain"
"69",1959,"BRBO","Arsenic",NA,"gain"
"70",1960,"BRBO","Arsenic",NA,"gain"
"71",1961,"BRBO","Arsenic",NA,"gain"
"72",1962,"BRBO","Arsenic",NA,"gain"
"73",1963,"BRBO","Arsenic",NA,"gain"
"74",1964,"BRBO","Arsenic",NA,"gain"
"75",1965,"BRBO","Arsenic",NA,"gain"
"76",1966,"BRBO","Arsenic",NA,"gain"
"77",1967,"BRBO","Arsenic",NA,"gain"
"78",1968,"BRBO","Arsenic",NA,"gain"
"79",1969,"BRBO","Arsenic",NA,"gain"
"80",1970,"BRBO","Arsenic",NA,"gain"
"81",1971,"BRBO","Arsenic",NA,"gain"
"82",1972,"BRBO","Arsenic",NA,"gain"
"83",1973,"BRBO","Arsenic",NA,"gain"
"84",1974,"BRBO","Arsenic",NA,"gain"
"85",1975,"BRBO","Arsenic",NA,"gain"
"86",1976,"BRBO","Arsenic",NA,"gain"
"87",1977,"BRBO","Arsenic",NA,"gain"
"88",1978,"BRBO","Arsenic",NA,"gain"
"89",1979,"BRBO","Arsenic",NA,"gain"
"90",1980,"BRBO","Arsenic",NA,"gain"
"91",1981,"BRBO","Arsenic",NA,"gain"
"92",1982,"BRBO","Arsenic",NA,"gain"
"93",1983,"BRBO","Arsenic",NA,"gain"
"94",1984,"BRBO","Arsenic",NA,"gain"
"95",1985,"BRBO","Arsenic",NA,"gain"
"96",1986,"BRBO","Arsenic",NA,"gain"
"97",1987,"BRBO","Arsenic",NA,"gain"
"98",1988,"BRBO","Arsenic",NA,"gain"
"99",1989,"BRBO","Arsenic",NA,"gain"
"100",1990,"BRBO","Arsenic",NA,"gain"
"101",1991,"BRBO","Arsenic",NA,"gain"
"102",1992,"BRBO","Arsenic",NA,"gain"
"103",1993,"BRBO","Arsenic",NA,"gain"
"104",1994,"BRBO","Arsenic",NA,"gain"
"105",1995,"BRBO","Arsenic",NA,"gain"
"106",1996,"BRBO","Arsenic",NA,"gain"
"107",1997,"BRBO","Arsenic",NA,"gain"
"108",1998,"BRBO","Arsenic",NA,"gain"
"109",1999,"BRBO","Arsenic",11.4545457395672,"gain"
"110",2000,"BRBO","Arsenic",10.7063052517406,"gain"
"111",2001,"BRBO","Arsenic",9.93711753100456,"gain"
"112",2002,"BRBO","Arsenic",9.19045100038176,"gain"
"113",2003,"BRBO","Arsenic",8.44378446975897,"gain"
"114",2004,"BRBO","Arsenic",7.68109087001252,"gain"
"115",2005,"BRBO","Arsenic",6.93597906106519,"gain"
"116",2006,"BRBO","Arsenic",6.17810929986942,"gain"
"117",2007,"BRBO","Arsenic",5.43453299483313,"gain"
"118",2008,"BRBO","Arsenic",4.68139103068752,"gain"
"119",2009,"BRBO","Arsenic",3.93138424631182,"gain"
"120",2010,"BRBO","Arsenic",3.19082116735541,"gain"
"121",2011,"BRBO","Arsenic",2.44536961261477,"gain"
"122",2012,"BRBO","Arsenic",1.70291825362732,"gain"
"123",2013,"BRBO","Arsenic",0.965290560879656,"gain"
"124",2014,"BRBO","Arsenic",0.227218983884358,"gain"
"125",2015,"BRBO","Arsenic",0.861768646679825,"gain"
"126",1891,"BRBO","Cadmium",0.786743397021635,"gain"
"127",1892,"BRBO","Cadmium",0.789456305287227,"gain"
"128",1893,"BRBO","Cadmium",0.788722308921466,"gain"
"129",1894,"BRBO","Cadmium",0.791423412719142,"gain"
"130",1895,"BRBO","Cadmium",0.794124516516819,"gain"
"131",1896,"BRBO","Cadmium",0.796825620314495,"gain"
"132",1897,"BRBO","Cadmium",0.796052120571037,"gain"
"133",1898,"BRBO","Cadmium",0.798741485843237,"gain"
"134",1899,"BRBO","Cadmium",0.801430851115436,"gain"
"135",1900,"BRBO","Cadmium",0.804120216387636,"gain"
"136",1901,"BRBO","Cadmium",0.803307387464904,"gain"
"137",1902,"BRBO","Cadmium",0.805985078756453,"gain"
"138",1903,"BRBO","Cadmium",0.808662770048003,"gain"
"139",1904,"BRBO","Cadmium",0.811340461339553,"gain"
"140",1905,"BRBO","Cadmium",0.814018152631102,"gain"
"141",1906,"BRBO","Cadmium",0.813154550848448,"gain"
"142",1907,"BRBO","Cadmium",0.815820631343033,"gain"
"143",1908,"BRBO","Cadmium",0.818486711837619,"gain"
"144",1909,"BRBO","Cadmium",0.821152792332204,"gain"
"145",1910,"BRBO","Cadmium",0.820250250741589,"gain"
"146",1911,"BRBO","Cadmium",0.822904782297387,"gain"
"147",1912,"BRBO","Cadmium",0.825559313853185,"gain"
"148",1913,"BRBO","Cadmium",0.824629473565119,"gain"
"149",1914,"BRBO","Cadmium",0.827272516749623,"gain"
"150",1915,"BRBO","Cadmium",0.829915559934126,"gain"
"151",1916,"BRBO","Cadmium",0.83255860311863,"gain"
"152",1917,"BRBO","Cadmium",0.831590063200161,"gain"
"153",1918,"BRBO","Cadmium",0.834221677324212,"gain"
"154",1919,"BRBO","Cadmium",0.836853291448263,"gain"
"155",1920,"BRBO","Cadmium",0.835857565187548,"gain"
"156",1921,"BRBO","Cadmium",0.838477808338606,"gain"
"157",1922,"BRBO","Cadmium",0.841098051489665,"gain"
"158",1923,"BRBO","Cadmium",0.843718294640723,"gain"
"159",1924,"BRBO","Cadmium",0.84268409111691,"gain"
"160",1925,"BRBO","Cadmium",0.845293020191575,"gain"
"161",1926,"BRBO","Cadmium",0.847901949266241,"gain"
"162",1927,"BRBO","Cadmium",0.850510878340906,"gain"
"163",1928,"BRBO","Cadmium",0.849438330610719,"gain"
"164",1929,"BRBO","Cadmium",0.852036001346532,"gain"
"165",1930,"BRBO","Cadmium",0.854633672082344,"gain"
"166",1931,"BRBO","Cadmium",0.857231342818157,"gain"
"167",1932,"BRBO","Cadmium",0.856120579162827,"gain"
"168",1933,"BRBO","Cadmium",0.858707046169361,"gain"
"169",1934,"BRBO","Cadmium",0.861293513175895,"gain"
"170",1935,"BRBO","Cadmium",0.863879980182429,"gain"
"171",1936,"BRBO","Cadmium",0.862731124406668,"gain"
"172",1937,"BRBO","Cadmium",0.865306441195941,"gain"
"173",1938,"BRBO","Cadmium",0.867881757985215,"gain"
"174",1939,"BRBO","Cadmium",0.870457074774488,"gain"
"175",1940,"BRBO","Cadmium",0.869270246497244,"gain"
"176",1941,"BRBO","Cadmium",0.87183446551346,"gain"
"177",1942,"BRBO","Cadmium",0.874398684529676,"gain"
"178",1943,"BRBO","Cadmium",0.876962903545892,"gain"
"179",1944,"BRBO","Cadmium",0.875738218483137,"gain"
"180",1945,"BRBO","Cadmium",0.878291391131776,"gain"
"181",1946,"BRBO","Cadmium",0.880844563780415,"gain"
"182",1947,"BRBO","Cadmium",0.879593129992493,"gain"
"183",1948,"BRBO","Cadmium",0.882135306668772,"gain"
"184",1949,"BRBO","Cadmium",0.884677483345051,"gain"
"185",1950,"BRBO","Cadmium",0.874847733530106,"gain"
"186",1951,"BRBO","Cadmium",0.861293234381149,"gain"
"187",1952,"BRBO","Cadmium",0.851505811263181,"gain"
"188",1953,"BRBO","Cadmium",0.841718388145213,"gain"
"189",1954,"BRBO","Cadmium",0.831930965027246,"gain"
"190",1955,"BRBO","Cadmium",0.822143541909278,"gain"
"191",1956,"BRBO","Cadmium",0.812356118791311,"gain"
"192",1957,"BRBO","Cadmium",0.806039484825491,"gain"
"193",1958,"BRBO","Cadmium",0.796209735010546,"gain"
"194",1959,"BRBO","Cadmium",0.786379985195601,"gain"
"195",1960,"BRBO","Cadmium",0.776550235380656,"gain"
"196",1961,"BRBO","Cadmium",0.766720485565711,"gain"
"197",1962,"BRBO","Cadmium",0.756890735750766,"gain"
"198",1963,"BRBO","Cadmium",0.747060985935821,"gain"
"199",1964,"BRBO","Cadmium",0.737231236120876,"gain"
"200",1965,"BRBO","Cadmium",0.733018486200185,"gain"
"201",1966,"BRBO","Cadmium",0.728805736279494,"gain"
"202",1967,"BRBO","Cadmium",0.724592986358803,"gain"
"203",1968,"BRBO","Cadmium",0.720380236438113,"gain"
"204",1969,"BRBO","Cadmium",0.716167486517422,"gain"
"205",1970,"BRBO","Cadmium",0.711954736596731,"gain"
"206",1971,"BRBO","Cadmium",0.70774198667604,"gain"
"207",1972,"BRBO","Cadmium",0.706572293563321,"gain"
"208",1973,"BRBO","Cadmium",0.702341321745577,"gain"
"209",1974,"BRBO","Cadmium",0.698110349927832,"gain"
"210",1975,"BRBO","Cadmium",0.693879378110088,"gain"
"211",1976,"BRBO","Cadmium",0.692632187980189,"gain"
"212",1977,"BRBO","Cadmium",0.688382910753317,"gain"
"213",1978,"BRBO","Cadmium",0.684133633526445,"gain"
"214",1979,"BRBO","Cadmium",0.679884356299572,"gain"
"215",1980,"BRBO","Cadmium",0.678559183733756,"gain"
"216",1981,"BRBO","Cadmium",0.674291515911531,"gain"
"217",1982,"BRBO","Cadmium",0.670023848089306,"gain"
"218",1983,"BRBO","Cadmium",0.665756180267081,"gain"
"219",1984,"BRBO","Cadmium",0.661488512444857,"gain"
"220",1985,"BRBO","Cadmium",0.660066380067533,"gain"
"221",1986,"BRBO","Cadmium",0.655780234742419,"gain"
"222",1987,"BRBO","Cadmium",0.651494089417305,"gain"
"223",1988,"BRBO","Cadmium",0.647207944092191,"gain"
"224",1989,"BRBO","Cadmium",0.642921798767078,"gain"
"225",1990,"BRBO","Cadmium",0.635882505511507,"gain"
"226",1991,"BRBO","Cadmium",0.631614837689282,"gain"
"227",1992,"BRBO","Cadmium",0.627347169867057,"gain"
"228",1993,"BRBO","Cadmium",0.62039447512336,"gain"
"229",1994,"BRBO","Cadmium",0.616145197896487,"gain"
"230",1995,"BRBO","Cadmium",0.611895920669615,"gain"
"231",1996,"BRBO","Cadmium",0.607646643442743,"gain"
"232",1997,"BRBO","Cadmium",0.60339736621587,"gain"
"233",1998,"BRBO","Cadmium",0.596567026301966,"gain"
"234",1999,"BRBO","Cadmium",0.592336054484221,"gain"
"235",2000,"BRBO","Cadmium",0.651569659932643,"gain"
"236",2001,"BRBO","Cadmium",0.707741986676041,"gain"
"237",2002,"BRBO","Cadmium",0.766720485565711,"gain"
"238",2003,"BRBO","Cadmium",0.825698984455381,"gain"
"239",2004,"BRBO","Cadmium",0.880868080617084,"gain"
"240",2005,"BRBO","Cadmium",0.939592619324889,"gain"
"241",2006,"BRBO","Cadmium",0.994018946625795,"gain"
"242",2007,"BRBO","Cadmium",1.05249064936849,"gain"
"243",2008,"BRBO","Cadmium",1.10617941907519,"gain"
"244",2009,"BRBO","Cadmium",1.15938635364074,"gain"
"245",2010,"BRBO","Cadmium",1.21735567132278,"gain"
"246",2011,"BRBO","Cadmium",1.2698339942387,"gain"
"247",2012,"BRBO","Cadmium",1.32183708235451,"gain"
"248",2013,"BRBO","Cadmium",1.37930825984819,"gain"
"249",2014,"BRBO","Cadmium",1.43059124463632,"gain"
"250",2015,"BRBO","Cadmium",0.85465687652552,"gain"
"251",1891,"BRBO","Copper",8.62216138806331,"gain"
"252",1892,"BRBO","Copper",8.58213809249537,"gain"
"253",1893,"BRBO","Copper",8.51079633118647,"gain"
"254",1894,"BRBO","Copper",8.47091977541786,"gain"
"255",1895,"BRBO","Copper",8.43104321964925,"gain"
"256",1896,"BRBO","Copper",8.39116666388064,"gain"
"257",1897,"BRBO","Copper",8.32073220226808,"gain"
"258",1898,"BRBO","Copper",8.28100155737321,"gain"
"259",1899,"BRBO","Copper",8.24127091247834,"gain"
"260",1900,"BRBO","Copper",8.20154026758347,"gain"
"261",1901,"BRBO","Copper",8.13200280033804,"gain"
"262",1902,"BRBO","Copper",8.09241725124042,"gain"
"263",1903,"BRBO","Copper",8.05283170214281,"gain"
"264",1904,"BRBO","Copper",8.0132461530452,"gain"
"265",1905,"BRBO","Copper",7.97366060394759,"gain"
"266",1906,"BRBO","Copper",7.90515435645601,"gain"
"267",1907,"BRBO","Copper",7.86571310164832,"gain"
"268",1908,"BRBO","Copper",7.82627184684063,"gain"
"269",1909,"BRBO","Copper",7.78683059203293,"gain"
"270",1910,"BRBO","Copper",7.71920064342627,"gain"
"271",1911,"BRBO","Copper",7.6799028946961,"gain"
"272",1912,"BRBO","Copper",7.64060514596593,"gain"
"273",1913,"BRBO","Copper",7.5736991648084,"gain"
"274",1914,"BRBO","Copper",7.53454414696966,"gain"
"275",1915,"BRBO","Copper",7.49538912913092,"gain"
"276",1916,"BRBO","Copper",7.45623411129217,"gain"
"277",1917,"BRBO","Copper",7.39018620929031,"gain"
"278",1918,"BRBO","Copper",7.35117315992,"gain"
"279",1919,"BRBO","Copper",7.31216011054969,"gain"
"280",1920,"BRBO","Copper",7.24681988852503,"gain"
"281",1921,"BRBO","Copper",7.20794805770536,"gain"
"282",1922,"BRBO","Copper",7.16907622688568,"gain"
"283",1923,"BRBO","Copper",7.13020439606601,"gain"
"284",1924,"BRBO","Copper",7.06570483802893,"gain"
"285",1925,"BRBO","Copper",7.02697348809455,"gain"
"286",1926,"BRBO","Copper",6.98824213816017,"gain"
"287",1927,"BRBO","Copper",6.94951078822579,"gain"
"288",1928,"BRBO","Copper",6.88584311319874,"gain"
"289",1929,"BRBO","Copper",6.84725151848906,"gain"
"290",1930,"BRBO","Copper",6.80865992377938,"gain"
"291",1931,"BRBO","Copper",6.7700683290697,"gain"
"292",1932,"BRBO","Copper",6.70722395448868,"gain"
"293",1933,"BRBO","Copper",6.66877140110504,"gain"
"294",1934,"BRBO","Copper",6.6303188477214,"gain"
"295",1935,"BRBO","Copper",6.59186629433777,"gain"
"296",1936,"BRBO","Copper",6.52983683110935,"gain"
"297",1937,"BRBO","Copper",6.49152261667702,"gain"
"298",1938,"BRBO","Copper",6.4532084022447,"gain"
"299",1939,"BRBO","Copper",6.41489418781237,"gain"
"300",1940,"BRBO","Copper",6.35367143549065,"gain"
"301",1941,"BRBO","Copper",6.31549486892547,"gain"
"302",1942,"BRBO","Copper",6.27731830236029,"gain"
"303",1943,"BRBO","Copper",6.23914173579511,"gain"
"304",1944,"BRBO","Copper",6.17871767787538,"gain"
"305",1945,"BRBO","Copper",6.14067807915495,"gain"
"306",1946,"BRBO","Copper",6.10263848043452,"gain"
"307",1947,"BRBO","Copper",6.0428689811002,"gain"
"308",1948,"BRBO","Copper",6.00496568103954,"gain"
"309",1949,"BRBO","Copper",5.96706238097887,"gain"
"310",1950,"BRBO","Copper",5.94612531999298,"gain"
"311",1951,"BRBO","Copper",5.9039844830762,"gain"
"312",1952,"BRBO","Copper",5.8831223470936,"gain"
"313",1953,"BRBO","Copper",5.862260211111,"gain"
"314",1954,"BRBO","Copper",5.8413980751284,"gain"
"315",1955,"BRBO","Copper",5.8205359391458,"gain"
"316",1956,"BRBO","Copper",5.7996738031632,"gain"
"317",1957,"BRBO","Copper",5.79956589309175,"gain"
"318",1958,"BRBO","Copper",5.77862883210586,"gain"
"319",1959,"BRBO","Copper",5.75769177111997,"gain"
"320",1960,"BRBO","Copper",5.73675471013408,"gain"
"321",1961,"BRBO","Copper",5.71581764914818,"gain"
"322",1962,"BRBO","Copper",5.69488058816229,"gain"
"323",1963,"BRBO","Copper",5.6739435271764,"gain"
"324",1964,"BRBO","Copper",5.65300646619051,"gain"
"325",1965,"BRBO","Copper",5.66197949232732,"gain"
"326",1966,"BRBO","Copper",5.67095251846413,"gain"
"327",1967,"BRBO","Copper",5.67992554460094,"gain"
"328",1968,"BRBO","Copper",5.68889857073775,"gain"
"329",1969,"BRBO","Copper",5.69787159687456,"gain"
"330",1970,"BRBO","Copper",5.70684462301137,"gain"
"331",1971,"BRBO","Copper",5.71581764914818,"gain"
"332",1972,"BRBO","Copper",5.74537677979898,"gain"
"333",1973,"BRBO","Copper",5.75438207255729,"gain"
"334",1974,"BRBO","Copper",5.76338736531559,"gain"
"335",1975,"BRBO","Copper",5.7723926580739,"gain"
"336",1976,"BRBO","Copper",5.80221482702464,"gain"
"337",1977,"BRBO","Copper",5.81125254482374,"gain"
"338",1978,"BRBO","Copper",5.82029026262285,"gain"
"339",1979,"BRBO","Copper",5.82932798042195,"gain"
"340",1980,"BRBO","Copper",5.85941627081799,"gain"
"341",1981,"BRBO","Copper",5.86848657464278,"gain"
"342",1982,"BRBO","Copper",5.87755687846758,"gain"
"343",1983,"BRBO","Copper",5.88662718229238,"gain"
"344",1984,"BRBO","Copper",5.89569748611717,"gain"
"345",1985,"BRBO","Copper",5.92608779860965,"gain"
"346",1986,"BRBO","Copper",5.93519085206374,"gain"
"347",1987,"BRBO","Copper",5.94429390551782,"gain"
"348",1988,"BRBO","Copper",5.95339695897191,"gain"
"349",1989,"BRBO","Copper",5.96250001242599,"gain"
"350",1990,"BRBO","Copper",5.95011930906595,"gain"
"351",1991,"BRBO","Copper",5.95918961289074,"gain"
"352",1992,"BRBO","Copper",5.96825991671554,"gain"
"353",1993,"BRBO","Copper",5.9558560296094,"gain"
"354",1994,"BRBO","Copper",5.96489374740851,"gain"
"355",1995,"BRBO","Copper",5.97393146520761,"gain"
"356",1996,"BRBO","Copper",5.98296918300672,"gain"
"357",1997,"BRBO","Copper",5.99200690080582,"gain"
"358",1998,"BRBO","Copper",5.97951439151493,"gain"
"359",1999,"BRBO","Copper",5.98851968427323,"gain"
"360",2000,"BRBO","Copper",7.571800239396,"gain"
"361",2001,"BRBO","Copper",9.12227747155262,"gain"
"362",2002,"BRBO","Copper",10.6998850168395,"gain"
"363",2003,"BRBO","Copper",12.2774925621264,"gain"
"364",2004,"BRBO","Copper",13.8055184864865,"gain"
"365",2005,"BRBO","Copper",15.3774804327755,"gain"
"366",2006,"BRBO","Copper",16.8888604453206,"gain"
"367",2007,"BRBO","Copper",18.4552037705159,"gain"
"368",2008,"BRBO","Copper",19.9500676586655,"gain"
"369",2009,"BRBO","Copper",21.434109754709,"gain"
"370",2010,"BRBO","Copper",22.9892952819283,"gain"
"371",2011,"BRBO","Copper",24.4570508347248,"gain"
"372",2012,"BRBO","Copper",25.9141593378533,"gain"
"373",2013,"BRBO","Copper",27.4582911682335,"gain"
"374",2014,"BRBO","Copper",28.8993369456816,"gain"
"375",2015,"BRBO","Copper",15.7947062811328,"gain"
"376",1891,"BRBO","Iron",72.2684330990435,"gain"
"377",1892,"BRBO","Iron",74.0930818049177,"gain"
"378",1893,"BRBO","Iron",75.0969859303174,"gain"
"379",1894,"BRBO","Iron",76.9019084071995,"gain"
"380",1895,"BRBO","Iron",78.7068308840816,"gain"
"381",1896,"BRBO","Iron",80.5117533609638,"gain"
"382",1897,"BRBO","Iron",81.4353974752868,"gain"
"383",1898,"BRBO","Iron",83.2209965391571,"gain"
"384",1899,"BRBO","Iron",85.0065956030274,"gain"
"385",1900,"BRBO","Iron",86.7921946668978,"gain"
"386",1901,"BRBO","Iron",87.638574115401,"gain"
"387",1902,"BRBO","Iron",89.4052398823881,"gain"
"388",1903,"BRBO","Iron",91.1719056493752,"gain"
"389",1904,"BRBO","Iron",92.9385714163622,"gain"
"390",1905,"BRBO","Iron",94.7052371833493,"gain"
"391",1906,"BRBO","Iron",95.4586552479396,"gain"
"392",1907,"BRBO","Iron",97.2067656638394,"gain"
"393",1908,"BRBO","Iron",98.9548760797392,"gain"
"394",1909,"BRBO","Iron",100.702986495639,"gain"
"395",1910,"BRBO","Iron",101.385094156804,"gain"
"396",1911,"BRBO","Iron",103.11501549933,"gain"
"397",1912,"BRBO","Iron",104.844936841856,"gain"
"398",1913,"BRBO","Iron",105.476163926686,"gain"
"399",1914,"BRBO","Iron",107.188251282119,"gain"
"400",1915,"BRBO","Iron",108.900338637552,"gain"
"401",1916,"BRBO","Iron",110.612425992985,"gain"
"402",1917,"BRBO","Iron",111.1770746644,"gain"
"403",1918,"BRBO","Iron",112.871672380186,"gain"
"404",1919,"BRBO","Iron",114.566270095971,"gain"
"405",1920,"BRBO","Iron",115.083877516558,"gain"
"406",1921,"BRBO","Iron",116.761319631295,"gain"
"407",1922,"BRBO","Iron",118.438761746032,"gain"
"408",1923,"BRBO","Iron",120.116203860769,"gain"
"409",1924,"BRBO","Iron",120.571567922137,"gain"
"410",1925,"BRBO","Iron",122.232178574298,"gain"
"411",1926,"BRBO","Iron",123.89278922646,"gain"
"412",1927,"BRBO","Iron",125.553399878621,"gain"
"413",1928,"BRBO","Iron",125.948709187626,"gain"
"414",1929,"BRBO","Iron",127.592803004261,"gain"
"415",1930,"BRBO","Iron",129.236896820895,"gain"
"416",1931,"BRBO","Iron",130.880990637529,"gain"
"417",1932,"BRBO","Iron",131.218339964873,"gain"
"418",1933,"BRBO","Iron",132.846222431455,"gain"
"419",1934,"BRBO","Iron",134.474104898038,"gain"
"420",1935,"BRBO","Iron",136.10198736462,"gain"
"421",1936,"BRBO","Iron",136.383382429109,"gain"
"422",1937,"BRBO","Iron",137.995350241622,"gain"
"423",1938,"BRBO","Iron",139.607318054135,"gain"
"424",1939,"BRBO","Iron",141.219285866648,"gain"
"425",1940,"BRBO","Iron",141.446647836221,"gain"
"426",1941,"BRBO","Iron",143.042989236487,"gain"
"427",1942,"BRBO","Iron",144.639330636752,"gain"
"428",1943,"BRBO","Iron",146.235672037018,"gain"
"429",1944,"BRBO","Iron",146.410841765693,"gain"
"430",1945,"BRBO","Iron",147.991836860896,"gain"
"431",1946,"BRBO","Iron",149.572831956099,"gain"
"432",1947,"BRBO","Iron",149.712648002461,"gain"
"433",1948,"BRBO","Iron",151.278569069755,"gain"
"434",1949,"BRBO","Iron",152.844490137049,"gain"
"435",1950,"BRBO","Iron",147.813679029523,"gain"
"436",1951,"BRBO","Iron",141.432536170775,"gain"
"437",1952,"BRBO","Iron",136.449302647813,"gain"
"438",1953,"BRBO","Iron",131.466069124851,"gain"
"439",1954,"BRBO","Iron",126.48283560189,"gain"
"440",1955,"BRBO","Iron",121.499602078928,"gain"
"441",1956,"BRBO","Iron",116.516368555966,"gain"
"442",1957,"BRBO","Iron",112.598001276841,"gain"
"443",1958,"BRBO","Iron",107.567190169315,"gain"
"444",1959,"BRBO","Iron",102.536379061789,"gain"
"445",1960,"BRBO","Iron",97.5055679542633,"gain"
"446",1961,"BRBO","Iron",92.4747568467373,"gain"
"447",1962,"BRBO","Iron",87.4439457392113,"gain"
"448",1963,"BRBO","Iron",82.4131346316853,"gain"
"449",1964,"BRBO","Iron",77.3823235241593,"gain"
"450",1965,"BRBO","Iron",77.2506556216723,"gain"
"451",1966,"BRBO","Iron",77.1189877191853,"gain"
"452",1967,"BRBO","Iron",76.9873198166982,"gain"
"453",1968,"BRBO","Iron",76.8556519142112,"gain"
"454",1969,"BRBO","Iron",76.7239840117241,"gain"
"455",1970,"BRBO","Iron",76.592316109237,"gain"
"456",1971,"BRBO","Iron",76.46064820675,"gain"
"457",1972,"BRBO","Iron",77.0637460618766,"gain"
"458",1973,"BRBO","Iron",76.9308106844968,"gain"
"459",1974,"BRBO","Iron",76.7978753071171,"gain"
"460",1975,"BRBO","Iron",76.6649399297373,"gain"
"461",1976,"BRBO","Iron",77.2748806640451,"gain"
"462",1977,"BRBO","Iron",77.140654917795,"gain"
"463",1978,"BRBO","Iron",77.0064291715449,"gain"
"464",1979,"BRBO","Iron",76.8722034252949,"gain"
"465",1980,"BRBO","Iron",77.489157391645,"gain"
"466",1981,"BRBO","Iron",77.3536177241718,"gain"
"467",1982,"BRBO","Iron",77.2180780566986,"gain"
"468",1983,"BRBO","Iron",77.0825383892254,"gain"
"469",1984,"BRBO","Iron",76.9469987217522,"gain"
"470",1985,"BRBO","Iron",77.5698040968415,"gain"
"471",1986,"BRBO","Iron",77.4329262718048,"gain"
"472",1987,"BRBO","Iron",77.2960484467681,"gain"
"473",1988,"BRBO","Iron",77.1591706217314,"gain"
"474",1989,"BRBO","Iron",77.0222927966947,"gain"
"475",1990,"BRBO","Iron",76.1337607169132,"gain"
"476",1991,"BRBO","Iron",75.99822104944,"gain"
"477",1992,"BRBO","Iron",75.8626813819668,"gain"
"478",1993,"BRBO","Iron",74.993042977794,"gain"
"479",1994,"BRBO","Iron",74.858817231544,"gain"
"480",1995,"BRBO","Iron",74.7245914852939,"gain"
"481",1996,"BRBO","Iron",74.5903657390439,"gain"
"482",1997,"BRBO","Iron",74.4561399927938,"gain"
"483",1998,"BRBO","Iron",73.607426250002,"gain"
"484",1999,"BRBO","Iron",73.4744908726223,"gain"
"485",2000,"BRBO","Iron",84.6539868453256,"gain"
